cgroup,commoditycode,pci,exp_share
Periphery countries,2617,-1.66251973529412,6.66652904588293e-06
Core countries,2618,0.47405632,7.66834685994451e-05
Periphery countries,2618,0.47405632,6.28085501099747e-05
Core countries,2619,-0.691019416470588,4.10718628515253e-05
Periphery countries,2619,-0.691019416470588,1.02617569762162e-05
Core countries,2620,-0.379559709705882,0.000434903595865857
Periphery countries,2620,-0.379559709705882,0.000492883547196568
Core countries,2621,0.275315416294118,3.13582896996339e-05
Periphery countries,2621,0.275315416294118,1.42686284027895e-05
Core countries,2701,-0.990285541176471,0.000514669543213027
Periphery countries,2701,-0.990285541176471,0.000139503359136191
Core countries,2702,-0.599095281764706,2.01929413311119e-05
Periphery countries,2702,-0.599095281764706,1.32463077900068e-05
Core countries,2703,0.471185757352941,0.000117885122343187
Periphery countries,2703,0.471185757352941,0.000108378370198979
Core countries,2704,-0.323459206470588,0.000166875680011266
Periphery countries,2704,-0.323459206470588,0.000172307821238491
Core countries,2705,-0.532007686764706,5.45841985211984e-07
Periphery countries,2705,-0.532007686764706,1.18279407894078e-06
Core countries,2706,0.377212524705882,3.1005649078197e-05
Periphery countries,2706,0.377212524705882,1.62106842097893e-05
Core countries,2707,-0.404732101176471,0.00121148815309681
Periphery countries,2707,-0.404732101176471,0.00136087301802679
Core countries,2708,0.111297307958824,3.86819082969766e-05
Periphery countries,2708,0.111297307958824,3.32811506355379e-05
Core countries,2709,-2.18732579411765,0.00600705809911621
Periphery countries,2709,-2.18732579411765,0.000773348687653604
Core countries,2710,-0.994641372352941,0.03541197658084
Periphery countries,2710,-0.994641372352941,0.0605360083464966
Core countries,2711,-1.77809851176471,0.0084277457848316
Periphery countries,2711,-1.77809851176471,0.00277303747645846
Core countries,2712,-0.462125210588235,0.000139879229206809
Periphery countries,2712,-0.462125210588235,0.000229848292106611
Core countries,2713,-0.571579425294118,0.000654822612733709
Periphery countries,2713,-0.571579425294118,0.00146670052985798
Core countries,2714,-0.977939482941176,2.55133795782185e-05
Periphery countries,2714,-0.977939482941176,0.000110420071512538
Core countries,2715,-0.609889596235294,6.5877828159527e-05
Periphery countries,2715,-0.609889596235294,0.00010096048034656
Core countries,2716,-0.252427584764706,0.00430897068052332
Periphery countries,2716,-0.252427584764706,0.00159596844263736
Core countries,2801,-0.77851146,6.46257607489171e-05
Periphery countries,2801,-0.77851146,1.24218717330986e-05
Core countries,2802,-0.459593809194118,2.80076714239434e-06
Periphery countries,2802,-0.459593809194118,2.52485860316713e-06
Core countries,2803,0.127971607117647,0.000146930327679104
Periphery countries,2803,0.127971607117647,0.000136866051150353
Core countries,2804,-0.133062941264706,0.000447953016836073
Periphery countries,2804,-0.133062941264706,0.000150958641721937
Core countries,2805,-0.146507129882353,2.50304604284035e-05
Periphery countries,2805,-0.146507129882353,1.15186337966148e-05
Core countries,2806,-0.0570568654117647,2.91447204928667e-05
Periphery countries,2806,-0.0570568654117647,1.7477802338385e-05
Core countries,2807,-0.282104124352941,5.92098550941874e-05
Periphery countries,2807,-0.282104124352941,3.76814267177722e-05
Core countries,2808,0.149878223588235,3.840705366812e-05
Periphery countries,2808,0.149878223588235,2.76824955334098e-05
Core countries,2809,-0.218926786235294,0.000253767809958714
Periphery countries,2809,-0.218926786235294,2.06179944334688e-05
Core countries,2810,-0.523883728411765,5.77186699275894e-05
Periphery countries,2810,-0.523883728411765,7.16858174476798e-06
Core countries,2811,0.236082189529412,0.000334953687865386
Periphery countries,2811,0.236082189529412,8.87929696443024e-05
Core countries,2812,1.41252448176471,3.33200162530149e-05
Periphery countries,2812,1.41252448176471,3.47688428434902e-06
Core countries,2813,0.61667628882353,1.06729785846257e-05
Periphery countries,2813,0.61667628882353,9.57886377078117e-06
Core countries,2814,-1.04157135058824,0.000139897821570162
Periphery countries,2814,-1.04157135058824,7.50632583776144e-05
Core countries,2815,0.0524746127647059,0.000266989405664656
Periphery countries,2815,0.0524746127647059,9.48023798193772e-05
Core countries,2816,1.17388238352941,3.34836881299932e-05
Periphery countries,2816,1.17388238352941,5.27931160902659e-06
Core countries,2817,-0.0985336715294118,0.000132456094507013
Periphery countries,2817,-0.0985336715294118,9.03972509439543e-05
Core countries,2818,-0.735641073529412,0.000337270466118092
Periphery countries,2818,-0.735641073529412,0.00215160430551208
Core countries,2819,0.0580210802058824,1.08201745045291e-05
Periphery countries,2819,0.0580210802058824,8.15271342499487e-06
Core countries,2820,-0.123468605058824,1.68423546054743e-05
Periphery countries,2820,-0.123468605058824,0.000271255959919332
Core countries,2821,0.448766515470588,7.90516896852513e-05
Periphery countries,2821,0.448766515470588,3.66773670249425e-05
Core countries,2822,0.343649493529412,0.000389747553817516
Periphery countries,2822,0.343649493529412,2.8721348567484e-06
Core countries,2823,0.785453423529412,0.000117765309080205
Periphery countries,2823,0.785453423529412,2.56852064643855e-05
Core countries,2824,-0.490589558235294,1.7021548426065e-05
Periphery countries,2824,-0.490589558235294,2.96814723517025e-05
Core countries,2825,-0.159017881188235,0.000238483625401261
Periphery countries,2825,-0.159017881188235,3.3082173128054e-05
Core countries,2826,0.259560981117647,3.32696878627117e-05
Periphery countries,2826,0.259560981117647,4.73188216861668e-05
Core countries,2827,0.536146420235294,0.00019138913219558
Periphery countries,2827,0.536146420235294,5.49763159021078e-05
Core countries,2828,-0.633275474705882,3.04122713477923e-05
Periphery countries,2828,-0.633275474705882,6.50620369929144e-05
Core countries,2829,-0.0489851972588235,0.000167921548213204
Periphery countries,2829,-0.0489851972588235,1.69405583950888e-05
Core countries,2830,-0.098018379,3.69086458174758e-05
Periphery countries,2830,-0.098018379,1.14422404380326e-05
Core countries,2831,0.262638302058824,1.94471243285832e-05
Periphery countries,2831,0.262638302058824,7.50646332706353e-06
Core countries,2832,-0.232036063117647,1.97652837591048e-05
Periphery countries,2832,-0.232036063117647,2.08458638404912e-05
Core countries,2833,-0.322525668235294,0.000576155587352986
Periphery countries,2833,-0.322525668235294,0.000166110095250752
Core countries,2834,-0.307889943705882,6.03745168539682e-05
Periphery countries,2834,-0.307889943705882,3.76708856604644e-05
Core countries,2835,0.0834301476176471,0.000385513741636247
Periphery countries,2835,0.0834301476176471,0.000132860971251339
Core countries,2836,-0.158283030470588,0.000390614704650483
Periphery countries,2836,-0.158283030470588,0.000220921197760407
Core countries,2837,0.215245728705882,3.0467913062351e-05
Periphery countries,2837,0.215245728705882,1.71051764742257e-06
Core countries,2838,0.625415487705882,1.56832526703467e-06
Periphery countries,2838,0.625415487705882,4.57630582523333e-07
Core countries,2839,-0.110093510470588,6.37322177246195e-05
Periphery countries,2839,-0.110093510470588,2.6212854763887e-05
Core countries,2840,0.295117845411765,0.000122336822702181
Periphery countries,2840,0.295117845411765,2.32650633898024e-05
Core countries,2841,-0.167754895841177,6.84826555717222e-05
Periphery countries,2841,-0.167754895841177,1.92652218894884e-05
Core countries,2842,0.832427249411765,4.83188335161129e-05
Periphery countries,2842,0.832427249411765,2.08003038523999e-05
Core countries,2843,0.916326125294118,0.000189682934821835
Periphery countries,2843,0.916326125294118,0.000477017885196359
Core countries,2844,-0.218413019941177,0.000574623883622735
Periphery countries,2844,-0.218413019941177,7.06601915597106e-05
Core countries,2845,0.703494721764706,6.91433943794332e-06
Periphery countries,2845,0.703494721764706,6.58900807938814e-07
Core countries,2846,0.574807132941177,9.25678090780135e-05
Periphery countries,2846,0.574807132941177,8.65605772515028e-06
Core countries,2847,0.535821015764706,0.000133981025493388
Periphery countries,2847,0.535821015764706,3.3587864526744e-05
Core countries,2848,0.188567870294118,1.48055006542352e-06
Periphery countries,2848,0.188567870294118,1.89416736377537e-07
Core countries,2849,0.370313574705882,0.000468164717467905
Periphery countries,2849,0.370313574705882,2.42296546902734e-05
Core countries,2850,1.57105675294118,5.21607101040506e-05
Periphery countries,2850,1.57105675294118,3.25028111255547e-05
Core countries,2851,1.15355125470588,2.60288030841362e-05
Periphery countries,2851,1.15355125470588,1.00086165777993e-05
Core countries,2901,0.136663516470588,0.00166012730959333
Periphery countries,2901,0.136663516470588,0.00156142701730741
Core countries,2902,0.269365019411765,0.00237146070873274
Periphery countries,2902,0.269365019411765,0.00150332931935093
Core countries,2903,0.803930942941177,0.000521401669006376
Periphery countries,2903,0.803930942941177,0.000265401310331609
Core countries,2904,0.0921130232352941,6.96163181975667e-05
Periphery countries,2904,0.0921130232352941,0.000112957932467761
Core countries,2905,-0.424810637647059,0.00178145393145322
Periphery countries,2905,-0.424810637647059,0.000259901638878246
Core countries,2906,0.954636865882353,8.41331232220692e-05
Periphery countries,2906,0.954636865882353,8.64288618311269e-05
Core countries,2907,1.58100649411765,0.000847079676062959
Periphery countries,2907,1.58100649411765,0.000316969401713416
Core countries,2908,0.940023346470588,1.38065349702254e-05
Periphery countries,2908,0.940023346470588,1.35737085665979e-05
Core countries,2909,0.267396979823529,0.00109633442698833
Periphery countries,2909,0.267396979823529,0.000365971045437321
Core countries,2910,1.41541991352941,0.000485097378029635
Periphery countries,2910,1.41541991352941,1.73457312659331e-05
Core countries,2911,1.06253832470588,9.13485228717982e-06
Periphery countries,2911,1.06253832470588,5.21858858869602e-06
Core countries,2912,1.14026437058824,0.000133858764575982
Periphery countries,2912,1.14026437058824,0.00011774878981733
Core countries,2913,1.50850131176471,4.52853600281969e-06
Periphery countries,2913,1.50850131176471,1.58430845372461e-06
Core countries,2914,1.37159706470588,0.000803233772577983
Periphery countries,2914,1.37159706470588,0.000371273242100224
Core countries,2915,1.11787484411765,0.00124969160970579
Periphery countries,2915,1.11787484411765,0.000285762805862738
Core countries,2916,1.16425721764706,0.000641733532445045
Periphery countries,2916,1.16425721764706,0.000167598671534526
Core countries,2917,0.390993597470588,0.00111962383359654
Periphery countries,2917,0.390993597470588,0.000576730239521714
Core countries,2918,0.714760862352941,0.000653027340530529
Periphery countries,2918,0.714760862352941,0.00100664736746385
Core countries,2919,1.33536581764706,6.81596123349288e-05
Periphery countries,2919,1.33536581764706,9.15689692402759e-06
Core countries,2920,1.35924138352941,8.57607700487718e-05
Periphery countries,2920,1.35924138352941,3.6609837177924e-05
Core countries,2921,1.399393,0.000805188631221417
Periphery countries,2921,1.399393,0.00138496177746682
Core countries,2922,0.659498477647059,0.0010510022753168
Periphery countries,2922,0.659498477647059,0.001676113472781
Core countries,2923,0.995164484117647,0.000234673821181871
Periphery countries,2923,0.995164484117647,0.000104743020674573
Core countries,2924,0.849275982352941,0.00029710263552557
Periphery countries,2924,0.849275982352941,0.000666279377289405
Core countries,2925,1.49609425294118,6.04480243527393e-05
Periphery countries,2925,1.49609425294118,5.30557563073222e-05
Core countries,2926,1.09939501588235,0.000298708941565199
Periphery countries,2926,1.09939501588235,9.67924085028173e-05
Core countries,2927,0.592025888823529,1.40943495199484e-05
Periphery countries,2927,0.592025888823529,1.00788803200336e-05
Core countries,2928,0.965861047647059,4.93227862551958e-05
Periphery countries,2928,0.965861047647059,8.23580826992659e-05
Core countries,2929,1.33048234411765,0.000398093843681407
Periphery countries,2929,1.33048234411765,0.000141918864802831
Core countries,2930,1.59797012941176,0.000445099302789159
Periphery countries,2930,1.59797012941176,0.000248768884718791
Core countries,2931,1.42745737058824,0.000280619852331033
Periphery countries,2931,1.42745737058824,0.00149156972699543
Core countries,2932,1.07256865470588,0.00047460232603658
Periphery countries,2932,1.07256865470588,0.00150900037440267
Core countries,2933,1.36094969058824,0.00516420646918567
Periphery countries,2933,1.36094969058824,0.0279261961689821
Core countries,2934,1.76611633529412,0.00159617708350546
Periphery countries,2934,1.76611633529412,0.00965119592835214
Core countries,2935,1.41816152352941,0.000413580248333666
Periphery countries,2935,1.41816152352941,0.00236869584063914
Core countries,2936,0.957126771176471,0.000407677328534251
Periphery countries,2936,0.957126771176471,0.000140934581802238
Core countries,2937,1.8226886,0.00094721601639657
Periphery countries,2937,1.8226886,0.00189603785183765
Core countries,2938,0.103988653441176,5.97590068429432e-05
Periphery countries,2938,0.103988653441176,6.33752120329677e-05
Core countries,2939,0.474187553529412,0.00027279285890762
Periphery countries,2939,0.474187553529412,0.000120964942420852
Core countries,2940,1.03514465,0.00011769609352211
Periphery countries,2940,1.03514465,2.51443669643735e-05
Core countries,2941,0.915641686470588,0.000870687394231585
Periphery countries,2941,0.915641686470588,0.00294131343544168
Core countries,2942,-0.193035816058824,4.49552279442044e-05
Periphery countries,2942,-0.193035816058824,4.12161634408135e-05
Core countries,3001,0.804574778235294,0.000121691717769598
Periphery countries,3001,0.804574778235294,0.000216327247176047
Core countries,3002,1.42673908235294,0.00867237096194278
Periphery countries,3002,1.42673908235294,0.00826182811436211
Core countries,3003,0.538267735764706,0.000811792742790096
Periphery countries,3003,0.538267735764706,0.00734873356756767
Core countries,3004,0.868278802352941,0.0299946474026706
Periphery countries,3004,0.868278802352941,0.0502001545683295
Core countries,3005,0.664783221764706,0.000765927780357044
Periphery countries,3005,0.664783221764706,0.000368775555566251
Core countries,3006,1.28627396470588,0.00263872466100517
Periphery countries,3006,1.28627396470588,0.00145082972452984
Core countries,3101,-0.569406912352941,7.00732361551801e-05
Periphery countries,3101,-0.569406912352941,9.33144678406615e-05
Core countries,3102,-0.931631377058824,0.00120093836627203
Periphery countries,3102,-0.931631377058824,0.00068994525036671
Core countries,3103,-0.999875354117647,5.25537121162176e-05
Periphery countries,3103,-0.999875354117647,2.89275173014685e-05
Core countries,3104,-0.044894565,0.000476136238165861
Periphery countries,3104,-0.044894565,0.000167475377796951
Core countries,3105,-0.696827919411765,0.00127418315851745
Periphery countries,3105,-0.696827919411765,0.00106006191673932
Core countries,3201,-0.933414500588235,9.21351333464963e-06
Periphery countries,3201,-0.933414500588235,1.51826069667765e-05
Core countries,3202,-0.143769027,4.06550648726076e-05
Periphery countries,3202,-0.143769027,0.000105223030536528
Core countries,3203,-0.289603001764706,4.3810571838514e-05
Periphery countries,3203,-0.289603001764706,0.00011509656085313
Core countries,3204,0.672948046470588,0.000921143497478789
Periphery countries,3204,0.672948046470588,0.000827340014382889
Core countries,3205,-0.339827085294118,1.5414987195249e-05
Periphery countries,3205,-0.339827085294118,1.31802374159982e-05
Core countries,3206,1.06606071117647,0.00175615972763067
Periphery countries,3206,1.06606071117647,0.00041799776928431
Core countries,3207,0.987292062941176,0.000178481189228048
Periphery countries,3207,0.987292062941176,0.000824192330601888
Core countries,3208,0.546309380588235,0.00126726251951705
Periphery countries,3208,0.546309380588235,0.00147396995698127
Core countries,3209,0.240629357411765,0.000627694428247711
Periphery countries,3209,0.240629357411765,0.00051151868462898
Core countries,3210,0.0801547357547059,5.90508549167767e-05
Periphery countries,3210,0.0801547357547059,9.63486412432324e-05
Core countries,3211,0.0727843523705882,2.74574627203191e-05
Periphery countries,3211,0.0727843523705882,2.00587463283264e-05
Core countries,3212,0.921374191764706,0.000181649589603331
Periphery countries,3212,0.921374191764706,0.00010902910547704
Core countries,3213,0.675487573529412,2.68045538376314e-05
Periphery countries,3213,0.675487573529412,2.04629319006754e-05
Core countries,3214,0.703266912941177,0.000845937838004477
Periphery countries,3214,0.703266912941177,0.000365695121632738
Core countries,3215,1.53015557058824,0.00129141353065309
Periphery countries,3215,1.53015557058824,0.000914464640569725
Core countries,3301,-1.03037583176471,7.7328801702358e-05
Periphery countries,3301,-1.03037583176471,0.000178869005719564
Core countries,3302,0.610395731117647,0.000612287303631642
Periphery countries,3302,0.610395731117647,0.00794871277912396
Core countries,3303,0.0856844937647059,0.000648590709718208
Periphery countries,3303,0.0856844937647059,0.00128159044162452
Core countries,3304,0.278218415882353,0.00153992888199544
Periphery countries,3304,0.278218415882353,0.00252039955884826
Core countries,3305,-0.0819167822352941,0.000634001528204388
Periphery countries,3305,-0.0819167822352941,0.000991930706647396
Core countries,3306,-0.166279176470588,0.000172199415798182
Periphery countries,3306,-0.166279176470588,0.000546745180859985
Core countries,3307,0.463367737294118,0.000632038600833219
Periphery countries,3307,0.463367737294118,0.00123745905067161
Core countries,3401,-1.2332168,0.000292110128617763
Periphery countries,3401,-1.2332168,0.000499216377846702
Core countries,3402,0.0793228297647059,0.00310719015066265
Periphery countries,3402,0.0793228297647059,0.0025237647951622
Core countries,3403,1.78477417647059,0.000835361197800833
Periphery countries,3403,1.78477417647059,0.000220815321128533
Core countries,3404,0.693947812352941,0.000179690452236579
Periphery countries,3404,0.693947812352941,9.12772839778136e-05
Core countries,3405,0.0589807191764706,0.000162245770979951
Periphery countries,3405,0.0589807191764706,0.00027855515663552
Core countries,3406,-0.181727627235294,0.000159599212282911
Periphery countries,3406,-0.181727627235294,0.000158131384461212
Core countries,3407,1.27265723294118,4.36890669202526e-05
Periphery countries,3407,1.27265723294118,2.53222584053303e-05
Core countries,3501,0.334427258823529,0.000137284436211357
Periphery countries,3501,0.334427258823529,0.000419522083880105
Core countries,3502,0.650237575294118,7.41695169945414e-05
Periphery countries,3502,0.650237575294118,6.74151590704525e-05
Core countries,3503,0.191023238688235,0.000147728129948162
Periphery countries,3503,0.191023238688235,5.39479753703131e-05
Core countries,3504,0.848643518823529,0.000142535552758673
Periphery countries,3504,0.848643518823529,9.38231081023276e-05
Core countries,3505,0.730689945294118,0.000411459609792966
Periphery countries,3505,0.730689945294118,6.42344029824033e-05
Core countries,3506,0.827710354705882,0.000543554752081877
Periphery countries,3506,0.827710354705882,0.00069666428511935
Core countries,3507,0.872085707058823,0.000931406751704714
Periphery countries,3507,0.872085707058823,0.000122323759160162
Core countries,3601,0.912553012352941,3.48751255825057e-05
Periphery countries,3601,0.912553012352941,1.07959892124629e-05
Core countries,3602,-0.700297926470588,5.278869289508e-05
Periphery countries,3602,-0.700297926470588,3.22321743328197e-05
Core countries,3603,-0.420520382529412,3.03797957676397e-05
Periphery countries,3603,-0.420520382529412,3.7958346087128e-05
Core countries,3604,-0.556424775294118,2.18397981649038e-05
Periphery countries,3604,-0.556424775294118,2.0599971204054e-05
Core countries,3605,-1.13141013117647,4.80958576545123e-06
Periphery countries,3605,-1.13141013117647,5.41193758403603e-06
Core countries,3606,0.512742142352941,2.75100895370638e-05
Periphery countries,3606,0.512742142352941,4.01128569908451e-05
Core countries,3701,1.58259833529412,0.000778474770653949
Periphery countries,3701,1.58259833529412,0.000148069171372632
Core countries,3702,1.30375247647059,0.000393549412214062
Periphery countries,3702,1.30375247647059,6.51175424498741e-05
Core countries,3703,1.09419815470588,0.000200216484411668
Periphery countries,3703,1.09419815470588,0.000111377530412649
Core countries,3704,0.281640844588235,1.40877605686861e-05
Periphery countries,3704,0.281640844588235,4.98080505607019e-06
Core countries,3705,2.01225550588235,3.38656572892765e-05
Periphery countries,3705,2.01225550588235,3.05402988335573e-05
Core countries,3706,-0.0593898641764706,4.61337624992315e-06
Periphery countries,3706,-0.0593898641764706,6.64307583956917e-05
Core countries,3707,1.84134072941176,0.000494353004830579
Periphery countries,3707,1.84134072941176,0.000193453986304018
Core countries,3801,0.818905783529412,8.06451028832834e-05
Periphery countries,3801,0.818905783529412,2.88783942109809e-05
Core countries,3802,-0.437860584117647,0.000132280858253919
Periphery countries,3802,-0.437860584117647,0.000563307510200702
Core countries,3803,0.646208946235294,5.45365963074559e-05
Periphery countries,3803,0.646208946235294,7.29798007113683e-06
Core countries,3804,1.16039516764706,4.07394273700402e-05
Periphery countries,3804,1.16039516764706,1.32808037522618e-05
Core countries,3805,-0.302321904705882,1.36094106574906e-05
Periphery countries,3805,-0.302321904705882,2.72837797991742e-05
Core countries,3806,0.117634067970588,0.000217633286767213
Periphery countries,3806,0.117634067970588,0.000488377915820137
Core countries,3807,0.838911433117647,7.23174915199139e-05
Periphery countries,3807,0.838911433117647,2.02949401865061e-06
Core countries,3808,0.0333531241176471,0.00178196713079349
Periphery countries,3808,0.0333531241176471,0.00147927185413813
Core countries,3809,0.801376918235294,0.00034964995283529
Periphery countries,3809,0.801376918235294,0.000250005903252537
Core countries,3810,1.66322309411765,5.34211770501062e-05
Periphery countries,3810,1.66322309411765,2.17384388555162e-05
Core countries,3811,0.970675905882353,0.000505071802824561
Periphery countries,3811,0.970675905882353,0.000374692148551109
Core countries,3812,1.09511546176471,0.000343388961155462
Periphery countries,3812,1.09511546176471,0.000219764577757416
Core countries,3813,1.01651237882353,1.23197873201948e-05
Periphery countries,3813,1.01651237882353,1.75035230227368e-05
Core countries,3814,-0.0691935776470588,0.000138794967163099
Periphery countries,3814,-0.0691935776470588,9.3921203267162e-05
Core countries,3815,1.22452392058824,0.0010439125759933
Periphery countries,3815,1.22452392058824,0.000310716754314606
Core countries,3816,0.839331795882353,0.000312484780714036
Periphery countries,3816,0.839331795882353,0.000205663811139534
Core countries,3817,-0.285173158411765,7.70369826415804e-05
Periphery countries,3817,-0.285173158411765,0.00024820242049076
Core countries,3818,1.53100898823529,0.000283896132749672
Periphery countries,3818,1.53100898823529,0.000243344212446715
Core countries,3819,0.49024917,5.41045880633645e-05
Periphery countries,3819,0.49024917,1.99813422494516e-05
Core countries,3820,0.858671705882353,0.0001717192168674
Periphery countries,3820,0.858671705882353,2.49138873075204e-05
Core countries,3821,1.54986615294118,9.52826350547082e-05
Periphery countries,3821,1.54986615294118,5.77916818622341e-05
Core countries,3822,1.84720584117647,0.00198461867495534
Periphery countries,3822,1.84720584117647,0.00114164941179911
Core countries,3823,1.28700411,0.00336475660846004
Periphery countries,3823,1.28700411,0.00425276300429649
Core countries,3901,0.115946773352941,0.0054002721484864
Periphery countries,3901,0.115946773352941,0.00224428943747161
Core countries,3902,0.235205695705882,0.00382806211136574
Periphery countries,3902,0.235205695705882,0.00217671803275229
Core countries,3903,0.982227448235294,0.00198417366812498
Periphery countries,3903,0.982227448235294,0.00132336208487889
Core countries,3904,0.453100982823529,0.00124607165558125
Periphery countries,3904,0.453100982823529,0.00120892989482897
Core countries,3905,0.929257754705882,0.000416297221177456
Periphery countries,3905,0.929257754705882,0.000187706029672816
Core countries,3906,1.7921704,0.00106503346464117
Periphery countries,3906,1.7921704,0.000352652621301811
Core countries,3907,0.784315755294118,0.00542705742179239
Periphery countries,3907,0.784315755294118,0.00286984942958393
Core countries,3908,1.51712954117647,0.00106197539731174
Periphery countries,3908,1.51712954117647,0.000424733588411139
Core countries,3909,1.05783222058824,0.00118161950306554
Periphery countries,3909,1.05783222058824,0.00146393435602447
Core countries,3910,1.88475192352941,0.000494361180308648
Periphery countries,3910,1.88475192352941,0.000107943034327717
Core countries,3911,1.49285194470588,0.000616199394153702
Periphery countries,3911,1.49285194470588,8.88137844052822e-05
Core countries,3912,1.20961650941176,0.00075860643785257
Periphery countries,3912,1.20961650941176,0.000264432893510175
Core countries,3913,0.722540337058824,0.000168600013666477
Periphery countries,3913,0.722540337058824,8.05082101709395e-05
Core countries,3914,1.38632154705882,0.00018504860571877
Periphery countries,3914,1.38632154705882,2.77409759938567e-05
Core countries,3915,-0.403658406470588,0.000335528765712026
Periphery countries,3915,-0.403658406470588,0.000252917821483045
Core countries,3916,0.452297375882353,0.000633252707179938
Periphery countries,3916,0.452297375882353,0.000211589894970118
Core countries,3917,0.124108156,0.0015663241471821
Periphery countries,3917,0.124108156,0.0018302292969066
Core countries,3918,0.932568630588235,0.00235385674670287
Periphery countries,3918,0.932568630588235,9.32633990625983e-05
Core countries,3919,1.41865014705882,0.00195490606598412
Periphery countries,3919,1.41865014705882,0.00097548107540752
Core countries,3920,0.637009793529412,0.00640629733450346
Periphery countries,3920,0.637009793529412,0.00459606203343105
Core countries,3921,0.604188661764706,0.00245981187781522
Periphery countries,3921,0.604188661764706,0.00232478663924336
Core countries,3922,0.257220862117647,0.000463604070019824
Periphery countries,3922,0.257220862117647,0.000367498075345847
Core countries,3923,-0.293250967411765,0.00406830072168634
Periphery countries,3923,-0.293250967411765,0.0028534833466408
Core countries,3924,-0.881281756470588,0.000931217720175744
Periphery countries,3924,-0.881281756470588,0.00148750815379348
Core countries,3925,0.479902688235294,0.000783292879106275
Periphery countries,3925,0.479902688235294,0.000634618801688838
Core countries,3926,0.838923515294118,0.00358783130181935
Periphery countries,3926,0.838923515294118,0.0032651978710101
Core countries,4001,-2.67997461764706,0.000573410939569177
Periphery countries,4001,-2.67997461764706,5.07345998537128e-05
Core countries,4002,1.19369302,0.00136144693304783
Periphery countries,4002,1.19369302,0.000449226498953312
Core countries,4003,-0.569272902941177,1.32356137641915e-05
Periphery countries,4003,-0.569272902941177,6.92673469931804e-06
Core countries,4004,-0.29547149,2.63507020252251e-05
Periphery countries,4004,-0.29547149,2.24161903814314e-05
Core countries,4005,0.692739692117647,0.000521926448119328
Periphery countries,4005,0.692739692117647,0.000360756163061525
Core countries,4006,0.375252008235294,4.45751922502774e-05
Periphery countries,4006,0.375252008235294,6.88051477193967e-05
Core countries,4007,-0.681387082411765,6.86480647885102e-05
Periphery countries,4007,-0.681387082411765,2.56355040066426e-05
Core countries,4008,0.750235254705882,0.000536957377451317
Periphery countries,4008,0.750235254705882,0.000328707310411505
Core countries,4009,1.07807966529412,0.000402379676007392
Periphery countries,4009,1.07807966529412,0.00065363653420199
Core countries,4010,0.723248858823529,0.000305501270837959
Periphery countries,4010,0.723248858823529,0.000621597680058152
Core countries,4011,0.189657464529412,0.00804435666381228
Periphery countries,4011,0.189657464529412,0.00539802906516287
Core countries,4012,0.225148274588235,0.000197450990245211
Periphery countries,4012,0.225148274588235,0.000132394875055382
Core countries,4013,-0.632637227058824,1.67343789669847e-05
Periphery countries,4013,-0.632637227058824,1.81868049462496e-05
Core countries,4014,0.107848643941176,7.65942299047307e-05
Periphery countries,4014,0.107848643941176,7.14392413308274e-05
Core countries,4015,-0.837864215294118,0.000184990308318784
Periphery countries,4015,-0.837864215294118,4.91209134011829e-05
Core countries,4016,0.804309294705882,0.00115728860117862
Periphery countries,4016,0.804309294705882,0.00128001384199899
Core countries,4017,-0.303344282176471,1.4741664047388e-05
Periphery countries,4017,-0.303344282176471,4.03003627170469e-05
Core countries,4101,-0.957462348823529,0.000333701864479525
Periphery countries,4101,-0.957462348823529,0.00046327927189291
Core countries,4102,-1.42622576470588,8.71248005876099e-06
Periphery countries,4102,-1.42622576470588,0.000343398487736446
Core countries,4103,-1.65121144117647,1.11481908291461e-05
Periphery countries,4103,-1.65121144117647,6.91471569642818e-05
Core countries,4104,-1.17905658235294,0.000744282010904997
Periphery countries,4104,-1.17905658235294,0.0022577408485121
Core countries,4105,-1.80654452352941,1.13938999321466e-05
Periphery countries,4105,-1.80654452352941,0.000434641613056518
Core countries,4106,-2.09555967058824,2.05072671514611e-05
Periphery countries,4106,-2.09555967058824,0.000110758864145184
Core countries,4107,-1.24638535058824,2.87570248816684e-05
Periphery countries,4107,-1.24638535058824,0.000121707966116305
Core countries,4108,-0.650800472352941,5.56083032660505e-06
Periphery countries,4108,-0.650800472352941,7.2720078853198e-05
Core countries,4109,-0.983975222352941,8.84381203966234e-06
Periphery countries,4109,-0.983975222352941,0.000137606970975774
Core countries,4110,-0.302233218235294,4.87432651106973e-06
Periphery countries,4110,-0.302233218235294,1.12145319188511e-05
Core countries,4111,-0.414612041529412,8.84038815921576e-06
Periphery countries,4111,-0.414612041529412,2.76131547469983e-05
Core countries,4201,-0.168740350588235,4.6292385110372e-05
Periphery countries,4201,-0.168740350588235,4.78520815438275e-05
Core countries,4202,-0.7100273,0.000944799455059866
Periphery countries,4202,-0.7100273,0.00269904180449862
Core countries,4203,-1.12305144882353,0.000234066886727918
Periphery countries,4203,-1.12305144882353,0.000708018812341534
Core countries,4204,0.167450914647059,2.14694775880768e-06
Periphery countries,4204,0.167450914647059,3.82150922659597e-06
Core countries,4205,-0.233552051117647,0.000165536607410079
Periphery countries,4205,-0.233552051117647,0.000190089424791651
Core countries,4206,-0.637418375294118,8.53873385121029e-07
Periphery countries,4206,-0.637418375294118,1.84022859422783e-05
Core countries,4301,0.373714128823529,0.00106840030410744
Periphery countries,4301,0.373714128823529,0.000210828751207938
