"","year","ccode","Exports","ULC_index","GDP_pc_PPP","OECD_GERD","Wages","pop","TECH","eci_rank","eci_rank_normed","RULC","GERD_pc","ULCGR","rel_ULCGR","EXP","EXPGR","eciGR","eci_rank_change","eci_rank_normed_change","world_GDPg","CAP.ACCU","TOT","HC","TAXBURDEN","real_gdp","gdp_growth","REER","INFLATION","PART.GROWTH","PRIMARY"
"790",1993,"ITA",165.23,71.53017,20341.7976,18302.42989,34052,57.097411,2.139806033,10,0.958139535,92.10297,320.547456871556,0.0125351353669768,-0.167773826111,5.88948176980299,-6.49164220449914,0.236362946431561,0,0.000793562999999997,1.563486513,6.293823034,107.5445119,2.618757963,40.639,1480556,-0.000215328793393162,NA,4.476275739,0.020808721018346,0.118783449932609
"791",1994,"ITA",189.35,71.2662,21217.23607,17451.06953,33626,57.119163,2.117984653,10,0.958333333,87.97732,305.520400045078,-0.00369033094706752,-0.0447938866683669,5.95807478823426,1.16466984893236,-1.18100202233157,0,0.000193797999999967,3.022676127,6.258621922,106.1618809,2.640069723,38.709,1528411.125,0.0323224011790165,NA,4.027420737,0.0383921302535657,0.118546279661654
"792",1995,"ITA",214.62,72.04781,22284.68804,17086.27144,32899,57.120136,2.07028699,10,0.957943925,78.78371,299.128689749618,0.0109674712556584,-0.104499773350677,5.64636427494653,-5.23173213440157,-2.61231223241284,0,-0.00038940799999998,3.030997648,6.594708305,103.071724,2.66155529,38.583,1596989.125,0.044868817609529,62.718891012864,5.244371225,0.0435448899288617,0.119148030002184
"793",1996,"ITA",248.79,75.5404,22963.13948,17523.56244,33278,57.091906,2.009896398,11,0.952830189,89.36702,306.936020668149,0.0484760050305486,0.134333734727649,6.25210464151986,10.7279717899369,-3.39619967036501,1,-0.00511373599999998,3.385655271,6.625640182,105.9125822,2.68321538,40.261,1627294.25,0.0189764128794553,71.3865137040313,3.974524284,0.0314141173252453,0.116633311748728
"794",1997,"ITA",241.4,77.77222,23807.98888,18626.28659,34035,57.044614,1.914247156,12,0.948113208,90.70054,326.521388855397,0.0295447204409826,0.01492183581818,5.93200555357604,-5.11986133146379,-5.56815414667347,1,-0.00471698100000006,3.702822113,6.638008717,105.9450254,2.705052137,41.668,1684239.25,0.0349936712429236,74.6908973966832,2.04310552,0.049552179441014,0.122240103655023
"795",1998,"ITA",242.94,76.44408,24926.59073,19269.42538,34105,57.01094,1.917453289,13,0.942857143,89.87556,337.995223022108,-0.0170773060097809,-0.00909564595756553,5.92074478455839,-0.189830722778978,0.197648158459159,1,-0.00525606499999998,2.532416348,6.782390421,108.6817032,2.727066278,40.038,1767813.625,0.0496214388781166,74.7017626989012,1.962939698,0.0360024643996263,0.119356275116704
"796",1999,"ITA",234.16,77.53283,25531.62178,19094.83277,34482,57.035249,1.918412447,12,0.948113208,90.46698,334.790030810596,0.0142424370860373,0.00658043187714228,5.5546198752725,-6.18376441830033,0.0590124796390341,-1,0.00525606499999998,3.255703306,6.936528163,108.3461205,2.74925971,40.906,1808117.5,0.0227987127319488,75.0600162596152,1.655629139,0.0379592502602489,0.12899975278761
"797",2000,"ITA",241.05,77.1403,27022.87547,20248.12688,34390,57.147081,1.848529459,15,0.938325991,84.59731,354.316030244834,-0.00506275857594786,-0.0648819049779269,5.24700427727169,-5.53801348981994,-4.29703571858013,3,-0.00978721699999996,4.388711945,7.249778496,101.9201624,2.771633625,40.596,1867200.875,0.0326767342277258,71.2790695635684,2.519318302,0.0550159107072512,0.141224222455423
"798",2001,"ITA",245.46,79.42313,27953.08281,21415.48529,34572,57.359179,1.844370246,19,0.921052632,85.89991,373.357597918199,0.0295932217012379,0.0153976527149624,5.52312891801036,5.26251983316942,-0.267228805210665,4,-0.017273359,1.914438493,7.31037188,103.0808495,2.793356895,40.297,1911009.125,0.0234619909333537,72.385751229665,2.787816211,0.018530356972378,0.141626807294133
"799",2002,"ITA",255.54,82.14505,28621.2456,22288.84316,34404,57.655677,1.780004144,17,0.929515419,89.75413,386.585403550114,0.0342711247970207,0.0448687315271925,5.5514038182466,0.511936271196489,-4.14659319474696,-2,0.00846278700000003,2.158631993,7.457675515,104.8027005,2.815250397,39.751,1844033,-0.0350475171069631,75.3810174738639,2.461074837,0.0164012117088519,0.148993538805484
"800",2003,"ITA",300.42,85.71046,29028.95734,21852.41833,34398,58.002003,1.827203989,16,0.934210526,96.62574,376.752822312016,0.0434038326107294,0.0765603766645612,5.67633443552196,2.25043288806952,3.17224879307433,-1,0.00469510699999998,2.905080926,7.289855132,106.5169727,2.837315559,40.068,1831162.75,-0.00697940329701258,83.3365066343186,2.676470588,0.00287134565009543,0.151915569047066
"801",2004,"ITA",351.07,86.9506,29376.67703,22013.00358,35074,58.348332,1.834486843,19,0.921052632,99.01007,377.268772310406,0.0144689457972807,0.0246759300368619,5.60358174650045,-1.28168433075809,0.474422606618612,3,-0.013157894,4.448198821,7.296755447,105.537127,2.859553576,39.332,1839429.5,0.00451448130429696,87.4973409108666,2.21522009,0.0328204155134022,0.152393826604345
"802",2005,"ITA",372.65,89.22803,29937.5842,22094.85681,35372,58.657355,1.788637877,18,0.925438596,99.4114,376.676664162576,0.026192228690774,0.0040534260808017,5.42298244388563,-3.22292617088371,-2.97260906796776,-1,0.00438596400000002,3.83004478,7.275072837,102.1821086,2.881965876,39.149,1884407.375,0.0244520787559404,89.8479321286833,1.999065857,0.0553355909599573,0.166633018117141
"803",2006,"ITA",418.91,90.6406,32178.7437,23396.36458,35648,58.918471,1.630006791,26,0.892241379,99.81224,397.097280070286,0.0158310118468378,0.00403213313563638,5.38487642974119,-0.702676332419357,-10.5999104579312,8,-0.033197217,4.305647721,7.357012199,99.07456635,2.90455389,40.574,1943301.125,0.0312531943895624,91.1436119373976,2.06978661,0.0308082254076747,0.166173458350838
"804",2007,"ITA",501.89,92.28468,33788.78666,24740.24623,35640,59.138599,1.648558975,23,0.904761905,100.6128,418.343461771896,0.0181384500985208,0.00802065959044693,5.63537636171326,4.65191606976415,1.38666319416321,-3,0.012520526,4.228059675,7.326703745,100.1495061,2.92731905,41.7,2064825.875,0.0625352131157748,95.115353022946,1.821444594,0.0556685682382113,0.165115177666386
"805",2008,"ITA",542.6,95.87685,35154.80175,25149.62012,35669,59.319234,1.604460478,22,0.909090909,102.1456,423.970749858301,0.0389248789723279,0.0152346421131308,5.49001911287524,-2.57937073778388,-3.25101447512368,-1,0.00432900400000003,1.818551801,6.984649492,98.00792362,2.950262547,41.723,2116344.75,0.024950711642937,100.719700813119,3.375044061,0.0323117311006212,0.171283591976576
"806",2009,"ITA",405.28,100.0873,34228.04698,24947.47654,35868,59.467196,1.650801898,23,0.904347826,105.0532,419.516611141376,0.0439151891202099,0.0284652496044862,5.23950624945055,-4.56305995068721,3.53116517667163,1,-0.00474308300000004,-1.734050381,6.235623803,104.1950371,2.973385811,42.071,2039252.375,-0.0364271345677494,101.022640752623,0.750149177,-0.0348282288107964,0.174726082729805
"807",2010,"ITA",445.36,100,34718.76652,25406.4621,36219,59.588007,1.603773833,23,0.904761905,100,426.368717114503,-0.000872238535758273,-0.0481013429386254,4.92324291100998,-6.0361286614315,-3.46126382667481,0,0.000414079000000012,4.311472256,6.154013761,100,2.996690273,41.859,2045185.625,0.00290952217231082,100,1.539893392,0.0327585985404812,0.191153287721835
"808",2011,"ITA",522.34,100.6353,35935.48395,25275.72353,35710,59.678993,1.562888265,27,0.887445887,98.89251,423.527982953734,0.00635300000000001,-0.0110749,4.95024545575163,0.548470697662793,-3.11706616047101,4,-0.0173160179999999,3.180881833,5.998321612,97.37961872,3.01423955,41.906,2097792.75,0.0257224206726957,105.1050230466,2.741438213,0.0392684968913298,0.191564053654982
"809",2012,"ITA",502.14,102.7024,35757.02368,25802.38475,34539,59.737717,1.531780482,29,0.879828326,95.43906,431.927868117223,0.0205405061643379,-0.0349212493443639,4.8458540897449,-2.10881191528459,-2.44792306188044,2,-0.00761756099999999,2.508079253,5.441474107,95.90436221,3.031891584,43.896,2109460.5,0.00556191740103974,101.090065581266,3.04136253,0.0225233247348263,0.202833019465087
"810",2013,"ITA",519.75,NA,35885.39085,26091.01223,34616,59.771094,1.575733185,27,0.888888889,96.94246,436.515554324637,NA,0.0157524602610294,4.94477266889288,2.04130329382638,3.5455022988825,-2,0.00906056299999991,2.614862833,5.09791697,97.39550228,3.049647331,44.05,2100516,-0.00424018368677679,102.116841177299,1.219992129,0.0291458288699335,0.200034702344122
"811",2014,"ITA",530.04,NA,36070.8482,26826.24811,34781,59.788667,1.702698589,22,0.91025641,97.64275,448.684499187781,NA,0.00722376964644811,4.95974024151176,0.302694858209346,9.89113985485896,-5,0.0213675210000001,2.855754385,5.004141746,99.95996568,3.06750679,43.458,2111945.75,0.00544140106526206,103.677610018713,0.241057543,0.0266278618478108,0.194642540631655
"812",2015,"ITA",456.28,NA,36640.09372,27055.36706,35117,NA,1.650684,23,0.905579399,95.00468,NA,NA,-0.0270175717091132,4.81854932391617,-2.846740166226,-3.68742704544466,1,-0.00467701100000006,2.856945528,5.126606954,102.2672025,NA,43.288,NA,NA,100.611676052881,0.03878675,NA,0.188085830690809
"813",2016,"ITA",461.26,NA,38380.16238,26187.97214,35397,NA,1.63190794,26,0.891774892,96.7965,NA,NA,0.0188603340382811,4.925402459391,2.21753744315698,-1.38203723774083,3,-0.0138045069999999,2.505727885,5.300020046,104.7011293,NA,42.866,NA,NA,100.489529775858,-0.123335389,NA,0.18679851352461
"814",1970,"JPN",19.36,48.32227,3261.926394,NA,NA,103.707537,2.334526897,9,0.95480226,47.76863,NA,NA,NA,8.70307934367274,-3.80377612946731,0.311818367068329,2,-0.00722305599999995,4.861890299,15.72949283,204.7138772,2.799531221,18.947,1233349,0.103852972231812,NA,7.673267327,0.0221417959803639,0.0812753333171281
"815",1971,"JPN",24.02,53.06554,3553.331245,NA,NA,105.142875,2.457940698,7,0.966292135,51.99609,NA,0.0981590889666399,0.0884986653374819,9.66249648014803,11.0238813021142,6.04252406310909,-2,0.011489875,4.335166253,15.19797726,216.9400249,2.81945014,19.232,1305417.125,0.0584328726094561,NA,6.350420811,0.0455802556736546,0.0826519652061426
"816",1972,"JPN",28.46,55.73301,3964.939107,NA,NA,106.616535,2.608759523,4,0.983425414,58.00284,NA,0.050267461708672,0.11552310952612,9.62657285888242,-0.371784055387926,6.96354131832625,-3,0.0171332790000001,5.776450629,15.4549611,226.0277222,2.839510441,19.866,1424087,0.090905713374949,NA,4.8441247,0.057622211538578,0.0813776040274805
"817",1973,"JPN",36.87,63.87238,4413.449582,NA,NA,108.085729,2.674709201,3,0.989189189,67.56721,NA,0.146042175005441,0.164894856872526,9.08642827217389,-5.61097489861247,2.84676429624071,-1,0.00576377499999992,6.566790491,15.787094,209.3177208,2.859714031,21.542,1541062.125,0.0821404345380584,NA,11.61939616,0.0769206220184007,0.0785714493105767
"818",1974,"JPN",55.19,81.03967,4686.287589,NA,NA,109.495053,2.206355453,2,0.994652406,71.29407,NA,0.268774860119507,0.0551578198951829,10.2075164607531,12.338051377266,-19.6572245233848,-1,0.00546321700000008,2.018369197,13.42397577,167.4507539,2.88006115,22.085,1533521.75,-0.00489297276058874,NA,23.17622951,0.0222126700536895,0.101883469709839
"819",1975,"JPN",55.88,91.53326,5214.229455,NA,NA,110.804519,2.322888494,1,1,71.39722,NA,0.129487077131484,0.00144682439928032,9.68927729227355,-5.07703485438555,6.08766082122455,-1,0.00534759399999996,0.737561833,12.48747337,160.494099,2.90055275,20.141,1601717.75,0.0444701876579188,NA,11.77840626,0.0124043769812192,0.0877978232044436
"820",1976,"JPN",67.15,98.81639,5655.683649,NA,NA,111.992858,2.344173313,3,0.989361702,74.63106,NA,0.0795681263837866,0.0452936402845937,10.4621089368067,7.97615365130902,1.04810901262358,2,-0.010638298,5.355175294,12.06874261,155.5450284,2.9211905,20.949,1708270,0.0665237367819642,NA,9.391278464,0.0575254809626298,0.070409218918323
"821",1977,"JPN",81.03,105.9541,6209.093337,NA,NA,113.067848,2.332057596,1,1,81.8737,NA,0.0722320457163027,0.0970459216310206,11.0981756423602,6.07971785990238,-0.59041505616327,-2,0.010638298,3.95391211,11.70376705,155.8300077,2.941975117,21.49,1824979.375,0.0683202157738531,NA,8.136054422,0.0436407846415455,0.0666119101132798
"822",1978,"JPN",98.33,109.8724,6932.067375,NA,NA,114.054587,2.714277387,1,1,95.02274,NA,0.0369811078570815,0.160601511840799,11.2232202983575,1.12671361516494,18.7367047609609,0,0,3.958113954,11.88241299,173.2225167,2.962907553,23.106,1962215.375,0.0751986580670261,NA,4.214896829,0.0570518437597645,0.0686187666660449
"823",1979,"JPN",102.06,110.0846,7850.335799,NA,NA,114.993274,2.725172401,1,1,83.46362,NA,0.00193133125334475,-0.121645829198358,9.50031649104517,-15.3512428831547,0.44980351354767,0,0,4.156645323,11.82518295,146.7324925,2.983988762,23.518,2095713.625,0.0680344531496702,NA,3.694313654,0.0387048011642348,0.0775010474335616
"824",1980,"JPN",129.93,113.011,8730.1488,NA,NA,115.912104,2.409080387,1,1,76.41344,NA,0.0265831914727401,-0.0844700960729958,10.164757791964,6.99388595680024,-12.9915055416408,0,0,1.878198824,11.12981824,117.0782045,3.005220175,24.468,2219018.25,0.058836581262385,NA,7.812318081,0.00461594840778449,0.0694235557269181
"825",1981,"JPN",151.49,117.3654,9850.164871,50059.43974,NA,116.821569,2.546057106,1,1,82.01726,428.511962033313,0.0385307624921468,0.073335528409662,11.9476320044166,17.5397608968325,6.47039903328922,0,0,1.933359096,10.87778447,118.7369192,3.022063017,25.104,2210524.75,-0.00382759357657378,NA,4.913606911,0.0201645212864091,0.0605706645497148
"826",1982,"JPN",138.88,120.2412,10752.39999,53878.76733,NA,117.708919,2.610744834,1,1,73.63369,457.728843215356,0.0245029625426234,-0.102217143074519,11.4870844740738,-3.85471807444775,2.86996976487804,0,0,0.384739009,10.38805516,115.8336418,3.039000273,25.583,2181687.25,-0.0130455449548801,NA,2.717447247,-0.0129848568691988,0.0601307719937593
"827",1983,"JPN",146.82,122.0153,11496.07438,58772.51727,NA,118.552097,2.686640144,1,1,81.6254,495.752658597005,0.0147545101013628,0.108533335759759,12.2645370935002,6.76805869392752,3.2732694007265,0,0,2.439787391,9.858684806,115.9647369,3.056032658,26.015,2157934,-0.0108875596169891,NA,1.873935264,0.0401549526034878,0.0607109307645813
"828",1984,"JPN",169.51,122.8663,12327.56507,63708.68143,NA,119.318921,2.609940887,1,1,83.21177,533.936117558421,0.00697453516075442,0.0194347592783619,13.2324241619959,7.89175377037817,-3.2030966428454,0,0,4.515216142,9.901363257,118.506619,3.07316041,26.161,2178793.75,0.00966653753080493,NA,2.291953571,0.0613842140437657,0.0575150148466951
"829",1985,"JPN",176.87,120.5656,13339.0844,71472.83186,NA,119.988663,2.701784969,2,0.994652406,81.8917,595.66320744819,-0.0187252322239702,-0.015863981742006,13.3471682451043,0.867143326904272,3.96249383084411,1,-0.00534759399999996,3.73830685,10.29891272,118.1568252,3.090384245,26.41,2250678.5,0.0329929117889199,NA,2.038657563,0.0289589755736096,0.0555642340683129
"830",1986,"JPN",210.54,121.896,13967.6639,72669.58737,NA,120.551455,2.932378412,1,1,108.1854,602.809707854625,0.0110346566516485,0.321078937181668,13.6629114318347,2.3656192904153,9.569465620861,-1,0.00534759399999996,3.361494023,10.45218419,150.5761745,3.107704401,27.368,2458837.5,0.0924872210757778,NA,0.603147677,0.0488025621103421,0.0562269305598471
"831",1987,"JPN",231.26,120.9497,14922.90057,77838.91709,NA,121.02183,3.027225137,1,1,113.6453,643.180797133872,-0.00776317516571498,0.0504679929084701,12.7987868658302,-6.32460050931052,3.59230769594368,0,0,3.637811278,10.8253327,151.2842142,3.125121593,28.246,2633404.5,0.0709957449404444,NA,0.140515222,0.0507267427878508,0.0622557071576155
"832",1988,"JPN",265.02,119.819,16473.27073,84099.13635,NA,121.432942,2.982801557,1,1,117.9836,692.556195747938,-0.00934851429974613,0.0381740379936521,12.7172567348388,-0.637014522126995,-1.62419150916093,0,0,4.614831634,11.68219549,152.9761087,3.142636776,28.704,2902971.25,0.102364353824109,NA,0.664172123,0.0522663573456059,0.0629777859504337
"833",1989,"JPN",274.37,121.3191,17857.56359,91739.72291,NA,121.831143,2.862336994,1,1,106.2884,753.007159343486,0.0125197172401706,-0.0991256411908096,12.268761765929,-3.52666442347716,-4.47707815952561,0,0,3.690045822,12.12059007,150.8885603,3.160249949,28.966,3121316.25,0.0752143170553274,NA,2.27674008,0.0416453300351105,0.0643137025427522
"834",1990,"JPN",287.69,123.2456,19424.8855,99445.03101,37854,122.249285,2.931512714,1,1,97.02357,813.461044046188,0.0158796100531573,-0.0871668968579825,11.123913959702,-9.33140465247556,2.69141988449991,0,0,2.92182862,12.39283117,142.4507794,3.177961826,28.213,3377821,0.082178391888358,NA,3.034708341,0.0374830345385206,0.0666502615277246
"835",1991,"JPN",315.77,127.1636,20740.33496,102021.9218,38356,122.702527,3.113661886,1,1,106.1576,831.457381476748,0.0317901815561773,0.0941423821036475,11.7803088241329,5.90075459778661,6.90113957779908,0,0,1.445159952,12.10845104,145.7414129,3.194382429,27.872,3595439.25,0.0644256311983376,NA,3.298059965,0.0180467742442656,0.0658903978294005
"836",1992,"JPN",340.21,128.9506,21329.45475,101027.0161,38568,123.180357,3.118022562,1,1,110.1235,820.155246830467,0.0140527635266696,0.0373586064492792,11.9734072880079,1.63916300292111,0.154548606867619,0,0,1.791136171,11.38461951,148.7091681,3.210887671,26.352,3732200.75,0.0380374943061547,NA,1.707358716,0.0347109660332445,0.0674658934048258
"837",1993,"JPN",361.98,130.0363,21687.57564,98542.35748,38127,123.658854,3.061294199,1,1,129.3156,796.888813800587,0.00841950328265245,0.17427796973398,12.9024669311462,7.75935889250824,-2.00743202576558,0,0,1.563486513,10.73481219,150.3016223,3.227478266,26.5,3852766.75,0.0323042644477256,NA,1.267416485,0.0324389603633461,0.0675565770661495
"838",1994,"JPN",396.57,130.9915,22370.82071,97579.54053,38513,124.101546,3.273618579,1,1,143.5618,786.287872110795,0.00734564117865543,0.110166136181559,12.4784458345395,-3.28635677866462,7.66738591596918,0,0,3.022676127,10.29526092,150.9493123,3.24415493,25.478,3980358.5,0.0331169152661526,NA,0.687940323,0.0484539673654357,0.0720012719898303
"839",1995,"JPN",442.19,130.5257,23403.78458,103869.0067,38994,124.483305,3.450947881,1,1,144.7385,834.401100613452,-0.00355595592080403,0.00819647009162592,11.6334256767245,-6.7718381681483,5.94762795372838,0,0,3.030997648,10.35176072,150.1370697,3.260917664,25.824,4177391.25,0.0495012572360002,137.19282507024,-0.123477116,0.0462721483841326,0.0804941949876089
"840",1996,"JPN",410.66,128.2761,24516.03069,110524.4226,39195,124.794817,3.35581553,1,1,121.1385,885.649141983196,-0.0172349200195822,-0.163052677760237,10.3199055110195,-11.2909146643964,-3.01162075254896,0,0,3.385655271,10.66954543,143.1874259,3.277766705,25.822,4247369,0.0167515432029499,113.313431685465,0.131871755,0.0417699197345301,0.0821549805150814
"841",1997,"JPN",421.29,129.0734,25144.05417,114935.0498,39611,125.048424,3.183015466,1,1,116.1021,919.124336984847,0.00621549922393944,-0.0415755519508662,10.3525046382189,0.315885907720647,-5.64022265379092,0,0,3.702822113,10.17865621,137.2151472,3.294703007,26.187,4278626,0.00735914397830751,110.67601134509,1.761461849,0.0482683443372692,0.0822784461675356
"842",1998,"JPN",388.83,129.717,25062.80956,117902.5588,39509,125.266403,3.29648912,1,1,119.2092,941.214531401528,0.00498631011501999,0.0267617898384267,9.47626242932346,-8.46406004649925,3.92518817717152,0,0,2.532416348,9.578316047,142.7125852,3.311726809,25.665,4172601.25,-0.0247800929550748,111.964397793025,0.663269433,0.0312173406192678,0.0802280131517732
"843",1999,"JPN",419.23,126.2602,25334.51015,118391.5819,39389,125.48105,3.174850822,1,1,133.3246,943.501683321904,-0.0266487815783592,0.118408646312533,9.94475269179403,4.94382955268181,-4.04869403020072,0,0,3.255703306,9.3192147,142.2099462,3.328838587,25.197,4149478.25,-0.00554162706057762,126.541901877517,-0.329449578,0.0514417618320406,0.0834088519980906
"844",2000,"JPN",478.43,123.2798,26841.4079,122222.9608,39623,125.714674,3.131205678,1,1,137.9102,972.225094422947,-0.0236052215979383,0.0343942528235599,10.4141226151217,4.71977471812855,-1.51401320521673,0,0,4.388711945,9.209553812,134.3756682,3.346038818,25.772,4251422.5,0.0245679682740836,131.481341555425,-0.653015156,0.0540937197485239,0.0830917669575897
"845",2001,"JPN",403.87,121.6712,27499.36187,125513.0498,39189,125.974298,3.088719249,1,1,120.0258,996.338553122955,-0.013048366399037,-0.129681488388821,9.08753392046298,-12.7383625456118,-1.4964751919376,0,0,1.914438493,8.926894351,134.6304611,3.360867739,25.953,4214868.5,-0.00859806335408913,121.362106356759,-0.740055504,0.0142280030304383,0.0875572587252614
"846",2002,"JPN",415.48,117.4054,28170.05438,127441.8342,38376,126.249509,3.089211107,1,1,108.5686,1009.44419672951,-0.0350600635154416,-0.0954561435957936,9.02597346170891,-0.677416549889842,0.0175876275379511,0,0,2.158631993,8.401535063,134.1137127,3.375762701,24.922,4230063,0.00360497605085426,112.724229620306,-0.923494027,0.0208051295367672,0.0922709665591783
"847",2003,"JPN",470.76,113.3149,28940.63109,130635.0202,38328,126.523884,3.102603794,1,1,106.8148,1032.49296551788,-0.0348408165212163,-0.0161538419027232,8.89485120453472,-1.45272150123704,0.478805206160776,0,0,2.905080926,8.278511028,130.0387158,3.390723467,24.509,4295864,0.0155555602836175,102.665173869299,-0.256541816,0.0225833993068881,0.0947895779343388
"848",2004,"JPN",563.62,109.9099,30368.2328,132925.6888,38612,126.773081,3.063425661,1,1,105.8139,1048.5324467266,-0.0300490050293474,-0.00937042432322114,8.99618521651689,1.13924347526481,-1.39399244127902,0,0,4.448198821,8.234332874,124.5208954,3.405750513,25.17,4403218,0.024990083484952,99.4067960033074,-0.008573388,0.0385422624288835,0.0986383042305589
"849",2005,"JPN",594.88,108.2859,31667.91436,141892.6849,39307,126.978754,3.009586454,1,1,99.42032,1117.45217550331,-0.0147757390371568,-0.060422874499475,8.65698053459998,-3.7705391091119,-1.94272783222926,0,0,3.83004478,8.420783087,116.6285079,3.420844316,26.234,4468057,0.0147253667658517,91.0946306292972,-0.282946069,0.0514747360743445,0.106882120653018
"850",2006,"JPN",646.91,105.7465,33103.05265,148316.1236,39146,127.136576,2.697420955,1,1,89.75999,1166.58894132873,-0.0234508832636567,-0.0971665550865256,8.31570125125653,-3.94224385719062,-11.4873116212057,0,0,4.305647721,8.393046065,108.4358345,3.436004639,27.02,4511493.5,0.00972156353421633,82.9315894209788,0.249355116,0.0276927380863506,0.10979789451554
"851",2007,"JPN",716.25,102.6431,34507.89646,153582.0063,39055,127.250015,2.552041889,1,1,81.61263,1206.931144959,-0.0293475434175126,-0.0907682810570724,8.04227683173031,-3.28805005452673,-6.04407497081009,0,0,4.228059675,8.196857529,104.1477322,3.451232672,27.541,4610069.5,0.0218499705252817,74.5451597879571,0.060039454,0.0392088290752583,0.117087234930939
"852",2008,"JPN",780.43,103.6026,34803.65781,151792.7238,39083,127.3179,2.584324956,1,1,89.3359,1192.23395767602,0.00934792499447105,0.0946332693848979,7.89637968348917,-1.81412740811794,1.42849453449624,0,0,1.818551801,7.88454213,94.52773155,3.466527939,27.409,4512246.5,-0.0212194197939966,81.6706248544332,1.380078862,0.0156909290589469,0.124225757056971
"853",2009,"JPN",580.04,104.8621,33196.05004,139019.0709,38574,127.340884,2.619659782,1,1,101.6678,1091.70807154127,0.0121570308081072,0.138039690650679,7.4988235415794,-5.03466345141725,1.54151151499722,0,0,-1.734050381,7.173529461,106.1128971,3.481890917,25.962,4286371.5,-0.0500582137966089,98.5399173968707,-1.35283673,-0.034722748938389,0.136285699314319
"854",2010,"JPN",769.96,100,35007.70177,140619.1264,39277,127.319802,2.63028586,2,0.995670996,100,1104.45605625431,-0.0463666090989976,-0.0164044072951318,8.51154147602218,13.5050242058301,0.456534068306602,1,-0.00432900400000003,4.311472256,7.117103599,100,3.497322083,26.54,4523647,0.0553557945222434,100,-0.719979429,0.0449596378818607,0.131994863741928
"855",2011,"JPN",824.31,100.6321,35775.25633,145278.4327,40243,127.2529,2.699204326,2,0.995670996,102.9964,1141.65125274159,0.00632099999999994,0.0299639999999999,7.81203207035766,-8.21836335562842,2.94752572682692,0,0,3.180881833,7.27865033,92.4010787,3.507932901,27.472,4451222.5,-0.0160102015033445,107.829709910486,-0.267633601,0.0302923328027409,0.135681924842711
"856",2012,"JPN",798.44,NA,37213.8374,145828.8845,39528,127.139821,2.541657091,1,1,100.0088,1146.99614450456,NA,-0.0290068390739871,7.70526892782077,-1.36665007997092,-6.54510886564077,-1,0.00432900400000003,2.508079253,7.557578909,91.32193534,3.518575907,28.22,4474208.5,0.00516397461596224,106.677792088974,-0.051939058,0.0195540351881036,0.131384006693527
"857",2013,"JPN",715.95,NA,39008.36056,153653.6931,39409,126.984964,2.443316341,1,1,79.55392,1210.01485734957,NA,-0.204530801289486,6.81137083654423,-11.6011277432384,-4.37157133188328,0,0,2.614862833,7.92257671,90.39365659,3.529251337,28.854,4504977.5,0.00687697053009488,86.3762588940209,0.346440326,0.0259402851667562,0.146034143260406
"858",2014,"JPN",690.58,NA,39183.46568,158189.3918,38763,126.794564,2.611425281,1,1,74.76432,1247.60389412278,NA,-0.0602057070223567,6.46196025957134,-5.12981285790862,7.81461961664534,0,0,2.855754385,8.139490707,89.9423274,3.539958954,30.301,4509603,0.00102675318578173,78.2515911025435,2.761954083,0.0286262940623266,0.142873188368571
"859",2015,"JPN",624.91,NA,40727.25449,154706.9249,38660,NA,2.658388019,1,1,70.00651,NA,NA,-0.0636374409611429,6.59936805910506,2.12641047010761,2.02484967871344,0,0,2.856945528,8.243727527,98.06713323,NA,30.743,NA,NA,75.2948771067121,0.78951789,NA,0.132755393940903
"860",2016,"JPN",642.11,NA,42292.68131,149652.1381,39113,NA,2.537984968,1,1,80.55735,NA,NA,0.150712269473225,6.85654549104531,3.8970008891294,-5.08827888819967,0,0,2.505727885,8.296904188,103.4242814,NA,NA,NA,NA,85.2418012925396,-0.116666667,NA,0.127406237648002
"861",1970,"KOR",0.83,5.200273,605.496652,NA,NA,31.437141,1.256124437,36,0.802259887,99.8773,NA,NA,NA,0.373117554506631,8.17350740081579,-1.04276301811079,6,-0.0141958090000001,4.861890299,NA,161.4771736,1.976648331,NA,65631.234375,0.0848442605406337,NA,16.07565012,0.0412230354797364,0.180412083037638
"862",1971,"KOR",1.06,5.74032,689.0386,NA,NA,32.087884,1.259134531,33,0.820224719,90.57809,NA,0.103849740196332,-0.0931063414809972,0.426404923770063,14.2816569790971,0.312244299289815,-3,0.0179648320000001,4.335166253,NA,158.943578,2.014972687,NA,76969.96875,0.172764301677055,NA,13.44195519,0.0410880841301317,0.144802809750827
"863",1972,"KOR",1.61,6.673555,755.973195,NA,NA,32.759447,1.345977545,32,0.828729282,76.61791,NA,0.162575431334839,-0.154123143908201,0.544581247463131,27.7145776479808,8.98039420173526,-1,0.00850456299999991,5.776450629,NA,156.5246414,2.054040194,12.412,87210.28125,0.133042960342894,NA,11.66965889,0.0638590288651583,0.125186237982803
"864",1973,"KOR",3.18,7.752338,899.256008,NA,NA,33.435268,1.260924221,32,0.832432432,70.43755,NA,0.16165042469868,-0.080664690540371,0.783695196786357,43.9078558869059,-8.07055552171051,0,0.0037031500000001,6.566790491,NA,155.4647188,2.093865156,11.979,106989.875,0.226803462464467,NA,3.215434085,0.0718166940578468,0.0991376821772378
