"","year","ccode","Exports","ULC_index","GDP_pc_PPP","OECD_GERD","Wages","pop","TECH","eci_rank","eci_rank_normed","RULC","GERD_pc","ULCGR","rel_ULCGR","EXP","EXPGR","eciGR","eci_rank_change","eci_rank_normed_change","world_GDPg","CAP.ACCU","TOT","HC","TAXBURDEN","real_gdp","gdp_growth","REER","INFLATION","PART.GROWTH","PRIMARY"
"411",2007,"ESP",254.44,95.19539,32584.783,18840.83754,35310,45.209538,1.181582213,49,0.792207792,102.2079,416.744748420123,0.0386602161870814,0.0351926129827427,2.85693112330256,3.1568941378393,1.34811929574856,-2,0.00772503300000005,4.228059675,9.415335075,99.8336978,2.751674175,36.358,1500067.5,0.0847553534787443,100.970261537921,2.787030473,0.0519782489848575,0.207156423583399
"412",2008,"ESP",279.4,100.4665,33442.50046,20325.8737,36764,45.817016,1.16653663,51,0.783549784,105.7523,443.631547283655,0.0553714838502158,0.0346783369974338,2.82696524168327,-1.04888358612762,-1.69150959517536,2,-0.00865800800000005,1.818551801,8.680077779,97.44824892,2.768695116,32.106,1535477.625,0.0236056877440515,106.172352824782,4.075660764,0.0244387670755575,0.223111535927936
"413",2009,"ESP",227.17,101.7292,32381.98171,20109.57131,39248,46.295191,1.235569418,48,0.795652174,104.7874,434.377110788894,0.0125683685606646,-0.00912415143689546,2.93687977370628,3.88807511328183,7.89459456011967,-3,0.01210239,-1.734050381,7.049870476,102.378002,2.785821199,29.708,1507975.75,-0.017910957836328,104.917390250071,-0.287996835,-0.0334609282835353,0.224524269506569
"414",2010,"ESP",253.79,100,31964.11571,20086.69783,38530,46.601492,1.196651519,48,0.796536797,100,431.031217412524,-0.0169980693842083,-0.045686790587418,2.8055277042959,-4.47250413811189,-4.12500155729335,0,0.000884623000000029,4.311472256,6.58800513,100,2.803053141,31.211,1488354.5,-0.0130116482310806,100,1.79988133,0.0313280342412544,0.242593909916516
"415",2011,"ESP",306.45,98.50291,32072.68837,19524.55751,37980,46.708366,1.135817111,55,0.766233766,97.77084,418.009859518528,-0.0149709,-0.0222915999999999,2.90424382569799,3.5186293562858,-6.7254081592756,7,-0.030303031,3.180881833,6.059646379,96.2600092,2.82275176,31.176,1476010.75,-0.00829355506366259,98.0100719196116,3.196146412,0.0335129070619447,0.250818888539647
"416",2012,"ESP",297.52,95.33763,31992.80352,18420.91264,36917,46.637082,1.095481217,56,0.763948498,90.31568,394.984245369382,-0.032133872999285,-0.0762513649263932,2.87118833150297,-1.13817902968487,-4.78076823304855,1,-0.00228526800000006,2.508079253,5.509143924,94.47363675,2.842588425,32.238,1479986.5,0.00269357794311457,92.6829160951428,2.446000185,0.0199846243766973,0.261080312763705
"417",2013,"ESP",318.22,NA,32622.65998,17835.39635,36952,46.455163,1.071173788,61,0.743589744,89.8153,383.927107305597,NA,-0.00554034471090742,3.02746620239556,5.44296830611538,-3.02566161510836,5,-0.020358754,2.614862833,5.305459772,95.46450243,2.862564802,33.132,1481810.125,0.00123219029362768,93.1511807422643,1.408546292,0.0283892565300319,0.255947696061306
"418",2014,"ESP",324.06,NA,33728.36272,17607.8663,36890,46.259716,1.097058177,59,0.752136752,90.00308,380.630661459314,NA,0.0020907350974723,3.03232477296865,0.160483065648785,3.32248036010279,-2,0.00854700799999997,2.855754385,5.530646419,94.74975707,2.88268137,33.736,1520006.125,0.0257765818680717,91.0790614494784,-0.150870313,0.0228895798270471,0.259127519093842
"419",2015,"ESP",282.09,NA,34844.14437,17980.42182,37259,NA,1.032169462,63,0.733905579,87.98966,NA,NA,-0.0223705677627921,2.97901415530708,-1.75807743737749,-8.06118438615531,4,-0.018231173,2.856945528,5.850358012,95.78914092,NA,33.81,NA,NA,85.2474344805065,-0.500461321,NA,0.235452074007271
"420",2016,"ESP",290.07,NA,36331.52557,18113.38741,37333,NA,1.017081261,61,0.74025974,88.06835,NA,NA,0.000894309626835637,3.09741033559283,3.97434097702523,-2.03877001400472,-2,0.00635416100000008,2.505727885,5.998677916,96.2414714,NA,33.483,NA,NA,85.8059389157532,-0.202671741,NA,0.224085413019119
"421",1997,"EST",2.93,51.54354,7802.404007,NA,10278,1.409718,0.709338248,72,0.66509434,62.47463,NA,0.0855799018495924,NA,0.0719999017066188,37.7448119524752,-16.2770852256049,5,-0.023584905,3.702822113,10.21899628,82.50866364,3.137112856,34.137,13430.91796875,0.0401357921407364,NA,10.58187893,0.0561830744923958,0.384108907123111
"422",1998,"EST",3.24,53.75111,8317.105156,108.4965096,10896,1.406388,0.810031951,67,0.685714286,70.35426,77.1455029479774,0.0428292274841813,0.126125276772347,0.0789627607720803,9.67065079315437,24.1337040291176,-5,0.0206199459999999,2.532416348,11.6595325,83.56605132,3.191254139,33.963,14355.013671875,0.0688036145612022,NA,8.208333333,0.0436010722510071,0.346495535386328
"423",1999,"EST",2.37,55.61559,8435.213415,128.2772771,11313,1.403821,0.816632271,68,0.683962264,79.00394,91.3772319262926,0.0346872836672582,0.1229446518235,0.0562198885565247,-28.8020226157,1.27437413186868,1,-0.00175202199999991,3.255703306,9.503833965,83.36489765,3.246329546,32.54,14893.9248046875,0.037541666286836,NA,3.296110897,0.0462877556656067,0.383876616572517
"424",2000,"EST",3.16,57.01642,9390.760261,125.0526895,12483,1.399145,0.755394698,75,0.674008811,73.83261,89.3779340239932,0.0251877216442368,-0.0654566088729245,0.0687846235892078,22.3492706145268,-11.6748244176658,7,-0.00995345300000006,4.388711945,10.20128946,85.61534213,3.302355528,31.091,16401.39453125,0.101213732869664,NA,4.019980616,0.0597499883148634,0.367748695248494
"425",2001,"EST",3.31,59.11943,10277.40453,154.983066,12938,1.391754,0.852896691,61,0.736842105,73.91623,111.358089145064,0.0368842870176697,0.00113256188559495,0.0744787611774395,8.27821290734675,21.0456028775222,-14,0.062833294,1.914438493,10.77121836,89.45694924,3.3172369,30.368,17232.455078125,0.0506701149887931,NA,5.745330486,0.0128723102127415,0.314793408892782
"426",2002,"EST",3.44,61.78619,11555.84553,168.3084001,13510,1.382735,0.963310242,60,0.740088106,75.36176,121.721371123173,0.0451080127125718,0.0195563274804465,0.0747312715612753,0.339036766782748,19.6888902318329,-1,0.00324600099999994,2.158631993,12.35367798,93.03390537,3.332185507,31.176,18260.47265625,0.0596558977501687,NA,3.57128333,0.0105322037274604,0.29734358075119
"427",2003,"EST",4.53,64.5023,13021.2369,193.8409598,14855,1.37289,1.045755029,57,0.754385965,80.50231,141.191908892919,0.0439598233844814,0.0682116500463894,0.085592820028342,14.5341411167624,12.2831065872505,-3,0.014297859,2.905080926,13.35686397,94.58511185,3.347201347,30.897,19065.42578125,0.0440817245069771,NA,1.338289476,0.0141120047935901,0.265903807636338
"428",2004,"EST",5.88,68.30214,14384.99362,228.6254591,15849,1.363549,0.971660078,58,0.75,82.39001,167.669412026997,0.0589101473900929,0.023449016556171,0.0938532505466792,9.65084514752754,-9.83148713752235,1,-0.00438596499999999,4.448198821,13.01756212,95.29987722,3.362284899,31.208,19983.986328125,0.048179388040647,NA,3.048071707,0.0394505656665984,0.303154646467057
"429",2005,"EST",7.66,70.70551,16466.02273,271.1062687,16909,1.355662,1.127613783,55,0.763157895,83.26667,199.98072432509,0.0351873308801161,0.0106403676853541,0.11147201266648,18.7726711831235,22.9494028736667,-3,0.013157895,3.83004478,13.75395295,97.09034698,3.377436399,29.969,22962.47265625,0.149043653214131,NA,4.089689921,0.0503886024548529,0.329800005750691
"430",2006,"EST",9.67,77.5937,19205.01419,361.4298551,18142,1.349369,0.983531774,65,0.724137931,86.51786,267.851014140684,0.0974208374990859,0.0390455148500594,0.124302965017778,11.5104697980892,-17.2448342630144,10,-0.039019964,4.305647721,15.22463012,99.39931427,3.396261215,30.543,24588.3515625,0.0708059158344806,NA,4.42991487,0.0336229198543143,0.372438113682681
"431",2007,"EST",11.01,91.13926,21924.19503,372.7571917,20985,1.344233,1.059061528,61,0.74025974,96.27573,277.301027202873,0.174570358160521,0.112784458607737,0.123623689936964,-0.546467319356664,10.9237619334822,-4,0.016121809,4.228059675,15.14792558,101.4164994,3.415191174,31.279,27436.107421875,0.115817274376301,NA,6.597638594,0.0662790006151689,0.317054606660217
"432",2008,"EST",12.43,103.5325,22641.84013,415.4525505,21200,1.339941,0.968657792,69,0.705627706,107.5381,310.052868372563,0.135981354248433,0.116980364625643,0.125766563901657,1.73338456875509,-11.7873436416765,8,-0.034632034,1.818551801,12.27225283,101.5944344,3.434226513,31.429,28050.53125,0.0223947157910278,NA,10.36560303,0.0363087987993042,0.272449851470645
"433",2009,"EST",9.04,105.6748,20480.50705,392.503072,20408,1.336013,0.981996477,63,0.730434783,108.4577,293.786865846365,0.0206920532200034,0.00855138783370733,0.116870155189087,-7.07374713642266,1.97156764699541,-6,0.024807077,-1.734050381,7.61519875,101.9868626,3.453367949,34.918,25151.43359375,-0.103352682714343,NA,-0.084776494,-0.0703554098928991,0.304099204710553
"434",2010,"EST",11.55,100,21573.17775,454.9294914,20231,1.332089,0.947572649,69,0.705627706,100,341.515838206006,-0.0537005984397416,-0.0779815540989713,0.127679754854871,9.24923873703688,-4.989749386773,6,-0.024807077,4.311472256,7.286191367,100,3.472615957,33.252,26112.021484375,0.0381921725075624,NA,2.975580329,0.0352229505825025,0.274046972587576
"435",2011,"EST",16.63,98.53103,24501.34442,713.8475108,19317,1.328068,1.079396308,60,0.744588745,96.40273,537.508253191855,-0.0146897,-0.0359726999999999,0.157603442066756,23.4365168118461,20.1114076370574,-9,0.038961039,3.180881833,9.39194811,100.4350366,3.492361784,31.512,29213.87109375,0.118790098699601,NA,4.977614784,0.0458480049789223,0.27438811841535
"436",2012,"EST",16.07,102.544,25973.31691,685.2293646,19822,1.32404,1.021709502,64,0.729613734,94.83325,517.529201987855,0.040727981834758,-0.0162804518087817,0.155081999486598,-1.59986517241791,-7.32725563630144,4,-0.0149750110000001,2.508079253,10.08465101,99.94782128,3.51235342,31.667,32000.18359375,0.095376353618405,NA,3.934921578,0.0293639675766482,0.258296353049495
"437",2013,"EST",16.34,NA,27449.85271,566.7114103,19951,1.32005,1.091445625,60,0.747863248,97.5453,429.310564221052,NA,0.0285980919139647,0.155454709782991,0.240331113621625,9.55807919931398,-4,0.0182495140000001,2.614862833,9.798675869,100.7968363,3.532593727,31.7,33208.0625,0.037745999260014,NA,2.788496796,0.0132562842251322,0.229843674169701
"438",2014,"EST",16.05,NA,28511.18553,491.1574451,20789,1.316203,1.266622365,48,0.799145299,103.3157,373.162380802961,NA,0.0591561049071561,0.150184572628979,-3.39014312359504,21.9151706255826,-12,0.0512820509999999,2.855754385,8.669920021,101.924372,3.553087234,32.762,34273.984375,0.0320982856196443,NA,-0.144815519,0.0204085239124813,0.278135154094688
"439",2015,"EST",12.82,NA,28734.99,512.3236024,22438,NA,1.162627042,54,0.772532189,108.9114,NA,NA,0.0541611778267968,0.13538573317394,-9.85376806417937,-10.6714755496844,6,-0.02661311,2.856945528,8.198005808,102.5063547,NA,33.868,NA,NA,NA,-0.456766653,NA,0.206049999956812
"440",2016,"EST",13.09,NA,29740.8394,450.1855834,23621,NA,1.312528611,46,0.805194805,112.8616,NA,NA,0.0362698487027069,0.13977695484852,3.24348923009342,17.2197437295649,-8,0.032662616,2.505727885,7.917528217,103.4298338,NA,34.739,NA,NA,NA,0.149108978,NA,0.19199364335828
"441",1970,"FIN",2.3,13.8055,3397.148752,NA,NA,4.60674,1.836720944,17,0.90960452,106.4303,NA,NA,NA,1.03394021128343,-7.65034021945687,-1.71574544299518,2,-0.00178788499999993,4.861890299,8.952205722,123.9706834,2.41067791,31.159,65207.58984375,0.0772859055387174,NA,2.732974911,0.0377202726357069,0.303859272460838
"442",1971,"FIN",2.35,15.34657,3649.026097,NA,NA,4.623389,1.795384169,17,0.91011236,108.2879,NA,0.111627250009054,0.0174536762557278,0.94533167062231,-8.56998690002921,-2.67618562660597,0,0.000507839999999926,4.335166253,8.826073892,121.5945832,2.446342707,32.751,66482.25,0.0195477268720456,NA,6.483500509,0.0298121624190537,0.275330626431189
"443",1972,"FIN",2.91,16.55076,4076.74008,NA,NA,4.644847,1.804731608,16,0.917127072,104.0199,NA,0.078466393467726,-0.0394134524725291,0.984305236097957,4.12273984748558,0.621803497978729,-1,0.00701471200000003,5.776450629,8.936913915,120.473619,2.482534885,33.223,70943.453125,0.0671036724088009,NA,7.13993174,0.0433335559599425,0.245473275743084
"444",1973,"FIN",3.83,18.72234,4573.179016,NA,NA,4.668813,1.687922717,17,0.913513514,109.2054,NA,0.131207267823351,0.0498510381186676,0.943884466569732,-4.10652793928679,-7.72225831001356,1,-0.00361355799999996,6.566790491,9.193925726,122.5495561,2.519262791,34.035,75859.5390625,0.0692958366269262,NA,10.98607985,0.0591458827791838,0.261556433813327
"445",1974,"FIN",5.49,22.45545,5117.87798,NA,NA,4.691818,1.553251029,16,0.919786096,119.7675,NA,0.199393345062636,0.0967177447269091,1.01538802988829,7.57545715085404,-9.64823271720758,-1,0.00627258200000003,2.018369197,9.007107178,119.5964338,2.556534052,33.301,78666.453125,0.0370014647754109,NA,16.67292527,0.0123067130775155,0.255069196550782
"446",1975,"FIN",5.5,27.52731,5668.144473,NA,NA,4.711459,1.67543006,14,0.928961749,127.0201,NA,0.225863209154125,0.0605556599244369,0.953669024830073,-6.07836642165318,9.68794113095944,-2,0.00917565299999989,0.737561833,9.304086178,127.3919091,2.58307457,36.113,76398.375,-0.0288315798526731,NA,17.81139363,0.00502698567697544,0.209857339029266
"447",1976,"FIN",6.3,31.38933,5981.701466,NA,NA,4.726803,1.742609263,12,0.941489362,135.9976,NA,0.14029776247661,0.0706777903654619,0.981553035024305,2.92386661076678,4.85635892415306,-2,0.012527613,5.355175294,8.326618791,128.0147346,2.608741999,39.598,76358.4453125,-0.000522651005338792,NA,14.34269479,0.0409458799621234,0.229805387041782
"448",1977,"FIN",7.67,33.4611,6350.222305,NA,NA,4.738949,1.694469333,13,0.935135135,127.2065,NA,0.066002364497745,-0.064641581910269,1.05051224456254,7.02552048413003,-3.31884225925664,1,-0.00635422699999999,3.95391211,7.828085858,124.5034179,2.634664297,39.801,76917.078125,0.00731592700995643,NA,12.65828834,0.0240902549471777,0.241221625670295
"449",1978,"FIN",8.61,34.02488,6974.498839,NA,NA,4.74994,1.853695393,14,0.930481283,110.9962,NA,0.0168488184787709,-0.127432953504734,0.982730873272231,-6.45222096564258,11.3541195666522,1,-0.00465385200000001,3.958113954,7.117259608,118.7236368,2.660844326,36.478,80106.8671875,0.0414704918628889,NA,7.799350054,0.0448375286346939,0.243099551885335
"450",1979,"FIN",11.18,36.16449,8067.3242,NA,NA,4.762758,1.894787193,14,0.930481283,110.4407,NA,0.0628836898175687,-0.00500467583574929,1.04069702498418,5.89847671305292,2.63140800653149,0,0,4.156645323,7.241072824,118.1710071,2.68728447,35.103,86359.28125,0.0780509122628083,NA,7.466955245,0.044320767929549,0.282994465243604
"451",1980,"FIN",14.18,39.86769,9240.137381,NA,NA,4.779454,1.713775039,14,0.930851064,113.6747,NA,0.102398789530835,0.0292826829239582,1.10933783952935,6.5956578040781,-11.294330066627,0,0.000369780999999958,1.878198824,7.791577803,109.8401629,2.713987112,35.315,91593.171875,0.0606060002960018,NA,11.59461987,0.0198018369026454,0.307810966120775
"452",1981,"FIN",14.06,45.37139,10189.92166,1194.410949,NA,4.800899,1.737990022,15,0.925531915,122.1158,248.789018265121,0.138049132016427,0.0742566287837134,1.10887653298632,-0.0415839545536504,1.70327796225194,1,-0.00531914899999997,1.933359096,7.744726956,106.5656277,2.73764205,37.268,92874.3515625,0.013987720495677,NA,12.00773445,-0.00420543977950171,0.286407019846347
"453",1982,"FIN",13.12,49.00648,11094.02102,NA,NA,4.826135,1.974944592,12,0.940540541,126.8435,NA,0.0801185504786167,0.0387148919304465,1.08518539962449,-2.13649875861542,16.3882091254171,-3,0.015008626,0.384739009,7.950170202,108.1766696,2.761502981,36.42,93781.703125,0.00976966780639535,NA,9.566666666,-0.00528182638863661,0.239308384856375
"454",1983,"FIN",12.52,52.28381,11821.19887,1441.920715,NA,4.853196,1.992676974,11,0.946524064,124.9091,297.107455581848,0.0668754417783117,-0.0152502887416384,1.04585209379255,-3.62457012834361,1.05371824759596,-1,0.00598352300000005,2.439787391,8.001497952,107.2646711,2.78557229,36.065,95085.4609375,0.0139020487905007,NA,8.366291451,0.0151047425755314,0.250848255909622
"455",1984,"FIN",13.48,56.29412,12566.78513,1636.398041,NA,4.879222,1.913068295,11,0.946524064,132.6941,335.380935936098,0.0767027116042231,0.0623253229748673,1.0522864592278,0.615227093146559,-4.68128995685613,0,0,4.515216142,7.718122088,110.5423446,2.809850931,37.553,97509.5078125,0.0254933493627731,NA,7.067658619,0.0310161697668645,0.265633689039771
"456",1985,"FIN",13.61,60.24358,13371.66548,1793.822705,NA,4.902219,1.963831783,13,0.935828877,136.9981,365.920556588761,0.0701575937238206,0.0324355039146428,1.02705354110855,-2.39791341017217,3.13168753226966,2,-0.0106951870000001,3.73830685,7.857723049,110.0705705,2.834341288,39.14,98259.7890625,0.00769444197629125,NA,5.866928876,0.0130700120690938,0.23590235568943
"457",1986,"FIN",16.29,62.98371,13967.75181,1944.307537,NA,4.921293,2.210751176,7,0.967914439,134.2829,395.08062962315,0.0454841827129132,-0.0198192529677418,1.05713321565777,2.92873480741341,14.7703247704087,-6,0.032085562,3.361494023,7.778197003,114.2869336,2.859045267,40.259,104587.5703125,0.0643984819260613,NA,2.9,0.0531826541608156,0.211896001855354
"458",1987,"FIN",19.49,66.18867,14792.11324,2124.48748,NA,4.937259,2.197938443,7,0.967914439,138.025,430.296948164964,0.0508855384987642,0.0278672861548268,1.07864894929963,2.03529066376614,-0.66780091468897,0,0,3.637811278,7.974631255,116.6021627,2.883964539,38.747,109773.1953125,0.049581656639558,NA,4.081632653,0.0452344769577542,0.217355814813483
"459",1988,"FIN",22.09,69.51955,16060.70709,2275.916863,NA,4.951886,2.151161552,8,0.963541667,143.3795,459.606069889331,0.0503240207123061,0.0387936967940591,1.06001132470225,-1.72786749660119,-2.45440674883265,1,-0.00437277199999997,4.614831634,8.529096049,120.5367991,2.909101009,41.951,118293.0234375,0.0776130101774476,NA,5.096483038,0.0439233487138247,0.224148481489976
"460",1989,"FIN",23.4,73.72032,17470.81919,2433.798371,NA,4.967776,2.239531041,7,0.96875,150.0772,489.917091873708,0.0604257363576146,0.046713093573349,1.0463572013075,-1.28811108679266,4.75346031481238,-1,0.00520833300000001,3.690045822,9.14501332,121.4253632,2.934456348,41.54,123174.03125,0.0412620091249834,NA,6.633597394,0.0368813301894571,0.214603558319201
"461",1990,"FIN",26.59,79.27108,18159.05169,2551.234168,32114,4.986705,2.305994153,7,0.968421053,158.0764,511.607197137188,0.0752948440809806,0.0533005679743492,1.02813748197183,-1.74125234794627,3.41287060849981,0,-0.000328946999999968,2.92182862,8.525838683,120.3459763,2.96003294,42.907,123536.4375,0.00294222935079914,NA,6.10289523,0.0440416913339884,0.209239375719176
"462",1991,"FIN",23.02,84.71422,17557.60013,2595.787437,32444,5.009381,2.41857493,7,0.968586387,154.4758,518.185268199803,0.0686648901465705,-0.022777593619288,0.858798204805838,-16.4704896120722,5.59021870264854,0,0.000165333999999961,1.445159952,6.967994342,116.000275,2.976764202,44.449,113355.890625,-0.0824092638659748,NA,4.115953409,0.0169008513470286,0.219188191873622
"463",1992,"FIN",23.93,83.02502,17263.35945,2626.761817,31966,5.034898,2.378429771,6,0.976303318,126.9826,521.711029101285,-0.0199399817409639,-0.177977391928056,0.842196397525146,-1.93314415281583,-1.8878785413441,-1,0.00771693100000004,1.791136171,5.977867548,114.3443841,2.993590355,43.966,109385.6328125,-0.0350247154392203,NA,2.601973477,0.0218340570013364,0.213634696705671
"464",1993,"FIN",23.42,78.67496,17459.79081,2652.030484,30839,5.061465,2.333649993,7,0.972093023,99.64958,523.964995115051,-0.0523945673244041,-0.215250120882704,0.834785832165988,-0.879909410790047,-2.14634799702019,1,-0.00421029500000003,1.563486513,5.246099914,112.5356034,3.010511398,43.478,109277.1484375,-0.00099176072954622,NA,2.101071975,0.0171005075671535,0.205134652076606
"465",1994,"FIN",29.77,76.93209,18454.01285,2912.30434,31287,5.086499,2.388393045,7,0.972222222,102.1723,572.555767729434,-0.0221527916887406,0.0253159120188967,0.936740884318637,12.2133184613483,2.68145287498337,0,0.000129198999999969,3.022676127,5.301675893,114.6587199,3.027528048,45.508,116753.84375,0.0684195682208547,NA,1.085913127,0.0436456636185145,0.21073689808364
"466",1995,"FIN",42.23,78.38571,19556.53426,3023.32392,32564,5.108176,2.531316877,6,0.976635514,112.4037,591.859779302827,0.0188948460908835,0.100138687295872,1.11101464603016,18.6042655582692,6.81794995915277,-1,0.00441329200000007,3.030997648,5.943744906,120.2129351,3.044640779,44.496,131239.125,0.12406684683561,139.472212407519,0.985221675,0.0522388435229354,0.187097217506338
"467",1996,"FIN",41.98,78.69822,20053.20886,3487.827754,33343,5.126021,2.427262664,6,0.976415094,105.5072,680.41620469366,0.00398682361874381,-0.0613547418812726,1.05495941497248,-5.04540883038468,-4.64691349244924,0,-0.000220419999999999,3.385655271,6.485463845,119.1673536,3.061850548,45.7,131019.015625,-0.00167716277443941,133.515767876137,0.616615282,0.038198201046776,0.185645378611835
"468",1997,"FIN",41.95,77.98998,21768.77003,3962.847108,33374,5.140755,2.318283916,5,0.981132075,99.36679,770.868696913197,-0.00899944115635657,-0.0581989665160293,1.03085183501456,-2.28516657757414,-5.10401541842888,-1,0.00471698099999995,3.702822113,7.094219702,117.4565458,3.079157591,44.966,142485.5,0.0875177112291787,126.961870614744,1.195031056,0.0473535710375587,0.187558677635986
"469",1998,"FIN",43.48,79.1766,23539.32704,4438.124411,34237,5.153229,2.397777915,7,0.971428571,104.1814,861.231746347775,0.0152150314694271,0.0484529086629447,1.05966075258335,2.79467102742101,3.92334656066509,2,-0.00970350399999997,2.532416348,7.703736374,119.5689523,3.096562386,44.827,153486.359375,0.0772068692954722,125.268045474405,1.399130883,0.0325811894211019,0.166753291931613
"470",1999,"FIN",41.88,79.60223,24768.53,5083.622919,35046,5.16478,2.393740058,5,0.981132075,107.3264,984.286439887081,0.00537570443792752,0.0301877302474339,0.993455245884918,-6.24780209487133,-0.19176093482643,-2,0.00970350399999997,3.255703306,7.893652207,116.0030889,3.114065409,44.258,160226.328125,0.0439124934453153,117.589855025029,1.159265049,0.0421210451050916,0.163317246643141
"471",2000,"FIN",45.79,79.60098,26748.6721,5703.351727,35651,5.176482,2.290605426,5,0.982378855,99.06659,1101.78142742503,-1.5703077665021e-05,-0.0769597228640856,0.996724023465134,0.32903118623174,-4.90735339098463,0,0.00124678,4.388711945,8.201483458,111.7670377,3.131667376,45.82,167990.5625,0.0484579186570559,105.437355383693,3.367666887,0.0639272084816834,0.164429237100317
"472",2001,"FIN",43.18,82.40252,27793.75328,5764.487401,35847,5.188446,2.335235715,6,0.978070175,99.51389,1111.02387901888,0.0351947928279273,0.00451514481320088,0.97159906575282,-2.52075370120671,2.23318948727277,1,-0.00430867999999995,1.914438493,8.171462972,113.6567258,3.151494026,43.171,170137.609375,0.0127807588893573,104.711211821427,2.56623896,0.0150147047021413,0.165002673298866
"473",2002,"FIN",45.31,83.35913,28567.17181,5970.317208,36055,5.200632,2.309892774,7,0.973568282,100.2073,1147.99839865616,0.0116089896279871,0.00696797200873165,0.984323812337612,1.30967052494351,-1.2403977734049,1,-0.00450189300000003,2.158631993,7.801122405,113.8332491,3.171446562,43.333,170558.53125,0.00247400840147135,101.656801423072,1.562144598,0.0117760145140767,0.178372432244159
"474",2003,"FIN",53.16,84.71499,28982.98858,6172.999229,36793,5.2138,2.384637952,5,0.98245614,104.381,1183.97315374583,0.0162652849184007,0.0416506581855813,1.00444024563061,2.04368044751699,3.70431417808694,-2,0.00888785800000003,2.905080926,7.88722557,112.2697808,3.191524982,42.388,171414.328125,0.00501761400457651,101.580999248424,0.877438551,0.0132126382634121,0.186547403812316
"475",2004,"FIN",61.12,84.73982,31129.12669,6440.224953,38011,5.228842,2.364156843,6,0.978070175,104.5849,1231.67327545946,0.000293100430041889,0.00195342064168771,0.975563039696094,-2.87495508668963,-0.978771417787901,1,-0.00438596499999999,4.448198821,8.1050087,109.8643959,3.21173048,41.822,180053.796875,0.0504010886633693,102.80211140228,0.187123375,0.0349705764418849,0.191308821439561
"476",2005,"FIN",65.37,86.72278,31993.3762,6648.862626,38886,5.246368,2.345034481,5,0.98245614,103.369,1267.32677273115,0.0234005689414965,-0.0116259613003407,0.951295753003632,-2.4875159989683,-0.922871075632794,-1,0.00438596499999999,3.83004478,8.208983311,106.1916934,3.232064009,42.114,187502.4375,0.041368972797453,103.476409640131,0.861059229,0.0561258567515541,0.194602101096522
"477",2006,"FIN",77.45,87.14447,34367.27806,6934.805185,39734,5.2666,2.148602605,6,0.978448276,101.0147,1316.75182945354,0.00486250556082264,-0.0227756871015488,0.995580624677031,4.65521595503532,-9.56837197858664,1,-0.00400786400000008,4.305647721,8.162323362,102.8600135,3.252526522,42.154,190195.671875,0.0143637299381775,99.0661284482645,1.566666667,0.0314121759532652,0.189451706605988
"478",2007,"FIN",90.16,86.99201,37696.79304,7312.175587,40344,5.289333,2.200053215,5,0.982683983,98.66282,1382.43812348362,-0.00174950860335722,-0.02328255194541,1.01234440369816,1.68381933171546,2.77138118952109,-1,0.00423570700000009,4.228059675,8.755646151,102.7859761,3.273118258,41.508,206338.328125,0.0848739410884662,95.9617046019506,2.510666229,0.0559915910356537,0.196200868632231
"479",2008,"FIN",96.12,92.79655,39969.39226,7808.015261,40769,5.31417,2.022557021,6,0.978354978,100.5886,1469.28217595598,0.0667249785353851,0.0195188015100319,0.972540798248374,-3.9318245158838,-9.30299073786069,1,-0.004329005,1.818551801,8.580755814,100.8339051,3.293840408,41.207,214587.78125,0.0399802266499052,98.709693277152,4.065951657,0.0324811283537341,0.213433311617973
"480",2009,"FIN",62.7,101.7575,37823.02353,7569.742291,41068,5.340485,2.123748065,6,0.97826087,107.3547,1417.42599988578,0.0965655511977546,0.0672650777523496,0.810592779906607,-16.6520539429758,5.84766727334938,0,-9.41080000000927e-05,-1.734050381,7.425767996,102.0958781,3.314693928,40.934,198093.609375,-0.0768644504310518,111.549293200434,0.00061529,-0.0490621380548012,0.213767841386351
"481",2010,"FIN",69.14,100,38774.82861,7748.72241,41723,5.367693,2.026319862,9,0.965367965,100,1443.58524416355,-0.0172714541925656,-0.0685084118347869,0.764309805252447,-5.70976892484697,-5.31917131870846,3,-0.012892905,4.311472256,7.43096049,100,3.335679293,40.788,202148.65625,0.0204703568570131,100,1.210357625,0.0384967317576252,0.261489973828363
"482",2011,"FIN",78.98,102.6746,40683.33742,7761.996855,41792,5.395816,1.986723662,12,0.952380952,98.64296,1438.52141270199,0.026746,-0.0135704,0.748497886616502,-2.06878395740619,-2.28323569140248,3,-0.012987013,3.180881833,7.638256749,98.42915681,3.354023218,42.033,207375.0625,0.025854271539339,104.176768168078,3.416809034,0.0454929330460289,0.28080400067235
"483",2012,"FIN",73.14,107.3529,40619.93702,7190.116184,41950,5.424644,1.871482254,14,0.944206009,97.18845,1325.4540176277,0.0455643362623279,-0.0147451982381713,0.705830581359665,-5.70039087881857,-6.80043530704493,2,-0.00817494299999999,2.508079253,7.41089438,97.39718832,3.372467756,42.679,211397.5625,0.0193972213992702,112.563409505964,2.808332326,0.0272812425325623,0.301467906784713
"484",2013,"FIN",74.66,NA,41293.29362,6859.542929,41376,5.453061,1.944405556,12,0.952991453,98.7106,1257.92521466384,NA,0.0156618404759001,0.710296733928894,0.632751355236854,4.61722033080168,-2,0.00878544400000003,2.614862833,6.998982197,98.06263763,3.391013861,43.616,207035.8125,-0.0206329247528575,108.39573482465,1.478288133,0.0266700064639557,0.32823114694032
