year,ccode,Exports,ULC_index,GDP_pc_PPP,OECD_GERD,Wages,pop,TECH,eci_rank,eci_rank_normed,RULC,GERD_pc,ULCGR,rel_ULCGR,EXP,EXPGR,eciGR,eci_rank_change,eci_rank_normed_change,world_GDPg,CAP.ACCU,TOT,HC,TAXBURDEN,real_gdp,gdp_growth,REER,INFLATION,PART.GROWTH,PRIMARY
1970,AUS,4.74,12.97106,4650.077117,NA,NA,12.90476,0.382935808,72,0.598870056,82.27911,NA,NA,NA,2.130815914,-10.06329491,-27.45546902,7,0.003933347,4.861890299,6.980235373,56.77038477,2.968357801,21.083,245432.5156,0.039701133,NA,3.906068356,0.05386366,0.464603123
1971,AUS,5.23,13.88466,4862.084581,NA,NA,13.150591,0.348898091,73,0.595505618,84.89001,NA,0.070433719,0.031732234,2.103865803,-1.264778923,-37.47398719,1,-0.003364438,4.335166253,6.956783148,53.19485567,2.991992712,21.835,254986.8594,0.038928598,NA,6.06399642,0.044117482,0.410369452
1972,AUS,6.46,14.99768,5208.919749,NA,NA,13.364238,0.364166983,79,0.569060773,85.82642,NA,0.080161848,0.011030862,2.185089974,3.860710652,26.88538555,6,-0.026444845,5.776450629,6.94833061,63.31477289,3.015816212,21.394,263023.8438,0.03151921,NA,5.864978903,0.0664109,0.421147461
1973,AUS,9.59,17.29622,5792.452765,NA,NA,13.55219,0.158038408,96,0.486486486,98.90952,NA,0.153259704,0.152436744,2.363407842,8.160664764,-286.0456469,17,-0.082574287,6.566790491,7.019330672,68.04647414,3.039829254,22.479,274795.4375,0.044754854,NA,9.465922678,0.07660924,0.487203327
1974,AUS,11.08,20.9317,6241.474421,NA,NA,13.7254,0.295293066,94,0.502673797,111.0512,NA,0.210189278,0.122755423,2.049271288,-13.29167773,-102.3775474,-2,0.016187311,2.018369197,6.395805266,61.92213952,3.064033508,24.623,266772.375,-0.029196491,NA,15.11014018,0.009164097,0.467002848
1975,AUS,12.03,23.74935,6934.065613,NA,NA,13.892674,0.332296618,92,0.50273224,104.6275,NA,0.134611618,-0.05784449,2.085934249,1.789073075,1160.892107,-2,5.84E-05,0.737561833,6.438515728,59.08226485,3.088430405,25.361,272025.9688,0.01969317,NA,15.07195951,0.019747303,0.462551756
1976,AUS,13.21,25.84678,7390.445655,NA,NA,14.054956,0.151621864,113,0.404255319,105.9445,NA,0.088315259,0.012587513,2.058145332,-1.332204824,-449.5396364,21,-0.098476921,5.355175294,6.506284448,57.19647579,3.113021612,25.54,284435.7188,0.045619725,NA,13.52391424,0.060717069,0.508509782
1977,AUS,13.42,27.98509,7720.400272,NA,NA,14.211657,0.23524749,102,0.454054054,94.46505,NA,0.082730228,-0.10835343,1.838054019,-10.69367212,-59.52692787,-11,0.049798735,3.95391211,6.571757601,52.02822731,3.1378088,25.407,289628.6563,0.018256981,NA,12.30024213,0.05012916,0.518815514
1978,AUS,14.46,28.62775,8544.449053,NA,NA,14.368543,0.353536137,84,0.556149733,87.96998,NA,0.022964371,-0.068756328,1.650440003,-10.20720901,-208.0419812,-18,0.102095679,3.958113954,6.994532418,52.3827959,3.162793159,24.514,303346.6563,0.047364098,NA,7.923673998,0.06004681,0.52546277
1979,AUS,18.57,31.08457,9442.488298,NA,NA,14.532401,0.433361292,78,0.588235294,82.4164,NA,0.085819528,-0.0631304,1.72859962,4.735683628,129.9436758,-6,0.032085561,4.156645323,6.983819895,54.30266333,3.187976599,25.131,313245.5625,0.032632324,NA,9.090000999,0.051387866,0.484313085
1980,AUS,21.7,34.75541,10461.35003,NA,NA,14.708323,0.511315197,83,0.563829787,84.51611,NA,0.118092031,0.025476847,1.697646764,-1.790631882,55.18636425,5,-0.024405507,1.878198824,7.601208794,53.85142057,3.21336031,26.187,323755.7188,0.033552451,NA,10.12658228,0.030324026,0.465389139
1981,AUS,21.52,38.78505,11819.86526,3405.068775,NA,14.898019,0.39034018,88,0.537234043,93.40821,228.5584932,0.115942813,0.105211894,1.697227809,-0.024678611,-55.18690531,5,-0.026595744,1.933359096,7.850248615,53.01625994,3.232604742,26.358,338412,0.045269567,NA,9.691745036,0.007217372,0.526693801
1982,AUS,21.35,44.49883,11879.17816,NA,NA,15.101227,0.339952078,90,0.518918919,98.39635,NA,0.147319135,0.053401516,1.765907643,4.046589057,-51.29362739,2,-0.018315124,0.384739009,6.913531681,52.22409976,3.251964808,26.835,330351.4063,-0.023818877,NA,11.14551084,-0.007636631,0.549133289
1983,AUS,20.16,44.90681,12674.52208,NA,NA,15.318254,0.406215325,87,0.540106952,91.6228,NA,0.009168331,-0.068839444,1.684055768,-4.635116457,138.4912513,-3,0.021188033,2.439787391,7.063967839,53.48824915,3.271440506,26.074,350116.9063,0.059831742,NA,10.11356332,0.016985869,0.596065898
1984,AUS,23.1,46.68087,13472.88736,4157.529596,NA,15.548591,0.454099596,81,0.572192513,94.62708,267.3894757,0.039505367,0.032789655,1.803250535,7.077839664,41.96334058,-6,0.032085561,4.515216142,7.499727571,52.65869756,3.291033268,27.67,363798.4688,0.039077126,NA,3.950184861,0.03166274,0.572020697
1985,AUS,22.74,49.36587,14395.71349,NA,NA,15.791043,0.327186477,86,0.545454545,77.47794,NA,0.057518208,-0.181228672,1.716032147,-4.836731544,-78.34431378,5,-0.026737968,3.73830685,7.687047964,47.66445462,3.310742855,27.721,373923.875,0.02783246,NA,6.739049045,0.024110159,0.603285667
1986,AUS,22.63,52.5616,14816.75295,5106.087688,NA,16.047026,0.267167528,90,0.524064171,67.22668,318.1952648,0.064735616,-0.132311985,1.46856505,-14.42088934,-171.087153,4,-0.021390374,3.361494023,7.492969754,45.06632933,3.330570698,28.489,385013,0.029656103,NA,9.084531744,0.075621751,0.557793666
1987,AUS,26.56,54.20537,15933.60216,5205.3778,NA,16.314778,0.384949647,76,0.598930481,63.84893,319.0590641,0.031273211,-0.050244189,1.469928994,0.092875944,-472.2992492,-14,0.07486631,3.637811278,7.805714815,48.96719473,3.350517273,28.585,417436.25,0.08421339,NA,8.488745981,0.061096515,0.542244725
1988,AUS,33.17,57.6298,16935.98351,5529.401263,NA,16.585905,0.178560511,103,0.46875,70.14117,333.379533,0.063175106,0.098548872,1.591696498,8.283903812,-222.296469,27,-0.130180481,4.614831634,8.334381166,56.21944183,3.370583296,28.234,442874,0.060938047,NA,7.231772377,0.075963565,0.538170995
1989,AUS,37.14,62.15322,17678.36398,NA,NA,16.849253,0.096631945,102,0.473958333,76.28049,NA,0.078490989,0.087528052,1.660756686,4.338778673,72.15512222,-1,0.005208333,3.690045822,8.132559417,56.41692371,3.39076972,27.956,458443.0313,0.035154539,NA,7.559425097,0.055222524,0.526385882
1990,AUS,39.71,64.45168,17568.32446,6176.634719,39073,17.096869,0.127700538,97,0.494736842,75.93516,361.2728576,0.036980546,-0.004527108,1.535439617,-7.545781419,-15.89400883,-5,0.020778509,2.92182862,7.200181833,53.45231774,3.411076784,28.042,459148.7188,0.001539313,NA,7.272260054,0.058910045,0.530274628
1991,AUS,41.81,65.46785,17926.09009,NA,38864,17.325818,0.265169152,87,0.54973822,73.3968,NA,0.015766385,-0.033427993,1.559789441,1.58585362,-83.61582613,-10,0.055001378,1.445159952,6.806498261,51.80639341,3.423622847,26.601,459646.7188,0.001084616,NA,3.222679913,0.039483869,0.529583385
1992,AUS,42.7,65.80389,18937.50055,7492.037405,39626,17.538387,0.147292972,112,0.473933649,65.9214,427.1793869,0.005132901,-0.101849127,1.502790897,-3.654246053,437.6091924,25,-0.075804571,1.791136171,7.123544938,49.6670438,3.436215162,26.065,478489.2813,0.040993576,NA,0.985915493,0.035412063,0.496667812
1993,AUS,42.58,65.82143,19929.78137,NA,40003,17.738428,0.375096873,98,0.548837209,59.65326,NA,0.00026655,-0.095085056,1.517727615,0.993931839,-157.3094649,-14,0.07490356,1.563486513,7.380907867,48.27334003,3.448853731,26.521,496492.75,0.037625647,NA,1.813110181,0.040736086,0.45359707
1994,AUS,47.39,67.2112,21134.14664,8351.390017,40295,17.932214,0.392350473,93,0.574074074,63.55577,465.7199617,0.021114248,0.065419895,1.491170659,-1.749784064,20.78964478,-5,0.025236865,3.022676127,7.980116263,49.85367571,3.461538792,27.419,520231.0625,0.047812002,NA,1.894977169,0.047535874,0.416858555
1995,AUS,53.12,68.80643,22098.57288,NA,40115,18.12477,0.432455481,93,0.570093458,62.32064,NA,0.023734586,-0.019433798,1.397515936,-6.280617288,40.007024,0,-0.003980616,3.030997648,7.991713916,51.4427478,3.474270582,28.178,549039.4375,0.055376115,53.45731121,4.638135783,0.057608367,0.446597336
1996,AUS,60.2,70.26125,22974.73917,9459.463876,41275,18.31834,0.311320641,101,0.528301887,69.11017,516.3930725,0.021143663,0.108945126,1.51282889,8.251280005,-86.30915905,8,-0.041791571,3.385655271,8.288675138,52.96477925,3.487049341,28.822,576827.4375,0.050612029,59.21866581,2.6124197,0.034919065,0.436318187
1997,AUS,62.87,71.08832,24160.25514,NA,42497,18.512971,0.192278535,111,0.481132075,69.86987,NA,0.011771353,0.010992593,1.544926219,2.121676103,-619.5242228,10,-0.047169812,3.702822113,8.815741898,52.67157168,3.49987483,28.603,603486.9375,0.046217462,62.66413364,0.250417362,0.031238506,0.443040168
1998,AUS,55.89,70.79644,25342.18977,9440.656855,43147,18.709175,0.088804812,116,0.452380952,65.47555,504.6003822,-0.004105878,-0.062892918,1.362107623,-11.83348389,103.653021,5,-0.028751123,2.532416348,8.918564426,50.08104808,3.512747765,29.391,622528.6875,0.031552878,56.10426261,0.853455454,-0.000980088,0.441730787
1999,AUS,55.99,72.71038,26777.75563,NA,44197,18.906936,0.179403954,107,0.5,66.66393,NA,0.02703441,0.018149981,1.328165215,-2.491903535,-44.56409761,-9,0.047619048,3.255703306,9.309423325,52.08691679,3.525667667,29.789,651364.3125,0.046320155,58.47038649,1.465428277,0.037957327,0.451830358
2000,AUS,63.77,74.2763,27888.22951,10275.20417,44294,19.107251,0.096438408,128,0.440528634,62.87365,537.7646512,0.021536402,-0.056856534,1.388099825,4.512586896,73.6152322,21,-0.059471366,4.388711945,8.369650834,52.95747675,3.538635492,30.377,672515.4375,0.032472035,58.18920786,4.475183076,0.044510825,0.458303106
2001,AUS,63.29,75.20516,29133.08851,NA,44742,19.308681,-0.048073351,133,0.421052632,59.0332,NA,0.012505469,-0.061082027,1.424096917,2.593263934,73.85591321,5,-0.019476002,1.914438493,8.875867782,53.73726699,3.527511835,28.89,694783.6875,0.033111879,54.73859195,4.380841121,0.011001947,0.475552143
2002,AUS,64.97,77.59889,30376.85316,12286.72923,45161,19.514385,0.082347274,127,0.444933921,61.76344,629.6242095,0.031829332,0.046249229,1.411421719,-0.890051636,-38.33883357,-6,0.023881289,2.158631993,9.636286346,54.53647383,3.516423464,29.739,713336.5625,0.026703095,57.6207867,3.00317105,0.019532435,0.464771619
2003,AUS,70.36,79.29879,31827.64206,NA,45554,19.735255,0.119551093,120,0.478070175,70.61902,NA,0.021906241,0.143378996,1.329428436,-5.809268869,-17.7365197,-7,0.033136254,2.905080926,10.0479227,58.60421942,3.505369663,29.926,742670.1875,0.041121718,64.02025316,2.770735241,0.019066017,0.46337127
2004,AUS,86.35,82.3462,33454.90467,13849.27647,46856,19.985475,0.08854729,125,0.456140351,77.87029,692.9670908,0.038429464,0.102681544,1.378270099,3.673884328,17.96754628,5,-0.021929824,4.448198821,10.22839167,64.15224041,3.494350672,30.258,767682.375,0.033678728,71.18162439,2.343612335,0.031090691,0.471580961
2005,AUS,105.74,85.19524,35068.84566,NA,47478,20.274282,0.111873702,124,0.460526316,81.46365,NA,0.034598318,0.046145455,1.538779454,11.64571116,-11.45932929,-1,0.004385965,3.83004478,10.60854538,70.99617904,3.483366489,29.921,823623.6875,0.072870388,76.73109017,2.668732782,0.039241197,0.55170364
2006,AUS,123.39,89.09997,37138.28415,17113.66441,47949,20.606228,0.001277775,136,0.418103448,82.44424,830.5093203,0.045832725,0.012037148,1.586116117,3.076247403,61.36314117,12,-0.042422868,4.305647721,10.59124325,76.06678715,3.472416639,29.387,847763.9375,0.029309805,79.3361543,3.538487339,0.018676965,0.563060685
2007,AUS,141.19,93.10426,38775.78024,NA,49169,20.975949,-0.007398963,136,0.415584416,90.76241,NA,0.044941542,0.100894495,1.585325048,-0.049874588,2.983462574,0,-0.002519032,4.228059675,10.98775178,80.35750414,3.46150136,29.503,879535.25,0.037476603,88.08276652,2.332361516,0.038772987,0.555927885
2008,AUS,185.42,94.93159,39219.47467,20262.32918,49584,21.370348,-0.152213662,152,0.346320346,89.62076,948.1515781,0.019626707,-0.012578445,1.876076933,18.34020632,48.35142371,16,-0.06926407,1.818551801,10.66647883,86.14949372,3.450620174,26.874,932737.5,0.060489048,86.95225952,4.352643242,-0.002107974,0.644259584
2009,AUS,154.46,95.42021,40897.04122,NA,49182,21.77069,-0.216211438,150,0.352173913,84.4407,NA,0.005147075,-0.057799778,1.996876568,6.438948866,14.40355794,-2,0.005853567,-1.734050381,10.41110765,83.03097666,3.43977356,25.642,919825.75,-0.013842855,80.83040317,1.82011224,-0.037489391,0.62739654
2010,AUS,211.55,100,42165.82842,20591.89851,50675,22.162863,-0.26572299,150,0.354978355,100,929.1172585,0.047996017,0.184263039,2.338584601,17.11212595,9.740290524,0,0.002804442,4.311472256,10.35126136,100,3.4289608,25.417,996977.75,0.083876756,100,2.845225682,0.050741635,0.676927238
2011,AUS,269.66,102.4948,43583.03701,20725.6161,52138,22.542371,-0.166613787,147,0.367965368,110.1176,919.4071067,0.024948,0.101176,2.555582934,9.279045659,-17.76696508,-3,0.012987013,3.180881833,11.00838498,100.4997491,3.442167044,26.059,1039931.5,0.04308396,111.051782,3.303850156,0.008722552,0.701828719
2012,AUS,257.79,NA,43082.38768,NA,52698,22.911375,-0.272689402,164,0.300429185,111.3838,NA,NA,0.011498616,2.487777763,-2.653217395,23.1242952,17,-0.067536183,2.508079253,10.83416127,90.90374597,3.455424309,27.115,1026887.875,-0.012542773,112.750869,1.762780156,0.01221556,0.661917934
2013,AUS,253.28,NA,47002.99005,21607.98819,52460,23.270465,-0.357505202,166,0.294871795,105.8455,928.558505,NA,-0.049722671,2.409643139,-3.140739691,15.01709581,2,-0.00555739,2.614862833,10.22761655,87.45959479,3.468732834,27.328,1034652.563,0.007561378,106.3612372,2.449888641,0.021589129,0.6759521
2014,AUS,240.2,NA,46920.61776,NA,52649,23.622353,-0.272234141,160,0.320512821,100.1516,NA,NA,-0.053794446,2.247622078,-6.723861261,-13.12648535,-6,0.025641026,2.855754385,9.583800737,78.3527611,3.482092381,27.604,1045083.125,0.010081222,101.5336124,2.487922705,0.019198569,0.658007166
2015,AUS,187.85,NA,46761.16774,20369.01099,51986,NA,-0.190158814,153,0.347639485,89.84026,NA,NA,-0.102957317,1.98379173,-11.7381988,-14.54360334,-7,0.027126664,2.856945528,9.020530322,70.49251836,NA,28.224,NA,NA,94.67787995,1.508366722,NA,0.616885424
2016,AUS,191.61,NA,48177.78556,NA,52063,NA,-0.179242461,151,0.350649351,89.04089,NA,NA,-0.008897681,2.046039902,3.137838076,-2.263561996,-2,0.003009866,2.505727885,8.80730425,80.64809951,NA,NA,NA,NA,93.72501997,1.276990945,NA,0.617298145
1970,AUT,2.87,34.24516,3834.186274,NA,NA,7.509746,2.403841138,6,0.971751412,80.22208,NA,NA,NA,1.290177568,-5.715742604,4.839011704,-2,0.016055209,4.861890299,9.0186873,115.810276,2.616613865,33.668,98571.89844,0.063818738,NA,4.372824936,0.056492456,0.178507982
1971,AUT,3.17,37.71109,4215.680804,NA,NA,7.543451,2.480656744,6,0.971910112,80.86623,NA,0.101209339,0.008029585,1.275192083,-1.161505595,3.637557971,0,0.0001587,4.335166253,9.77207609,114.6896495,2.633699417,34.343,103879.5156,0.053845135,NA,4.704262105,0.034655392,0.167943889
1972,AUT,3.88,40.45638,4644.59478,NA,NA,7.57366,2.463864923,6,0.972375691,80.80583,NA,0.072797949,-0.000746913,1.312406981,2.918375874,-0.767257403,0,0.000465579,5.776450629,10.35436677,116.2351761,2.650897026,34.762,110109.2891,0.059971144,NA,6.362062998,0.046733135,0.162461447
1973,AUT,5.26,45.0694,5108.264528,NA,NA,7.598925,2.437410713,6,0.972972973,85.9939,NA,0.114024537,0.064204155,1.29630086,-1.227220031,-1.218100421,0,0.000597282,6.566790491,9.863281649,119.9634321,2.668206453,34.933,115664.4688,0.050451508,NA,7.52408227,0.0604005,0.177275658
1974,AUT,7.15,50.34151,5776.797781,NA,NA,7.617432,2.054389477,6,0.973262032,89.12656,NA,0.116977595,0.036428863,1.322408819,2.014035417,-17.8539279,0,0.000289059,2.018369197,9.745705486,113.2892573,2.685628891,35.911,119681.0703,0.034726322,NA,9.521791768,0.023843663,0.188772117
1975,AUT,7.52,56.7151,6305.539334,NA,NA,7.628138,2.128757477,6,0.972677596,92.32151,NA,0.126607049,0.035847339,1.303925648,-1.397689562,4.219978354,0,-0.000584436,0.737561833,8.879763102,114.1036677,2.703165293,36.423,120347.0469,0.005564594,NA,8.445255071,-0.009711762,0.163160784
1976,AUT,8.45,59.58478,6968.044666,NA,NA,7.630536,2.148943067,6,0.973404255,93.79509,NA,0.050598165,0.015961394,1.316527483,0.966453494,1.099042762,0,0.000726659,5.355175294,8.83396793,112.9258471,2.720816374,36.292,123487.5391,0.026095299,NA,7.31868916,0.050873397,0.171076135
1977,AUT,9.81,62.25218,7773.217807,NA,NA,7.625724,2.035608292,7,0.967567568,96.95375,NA,0.044766466,0.033676176,1.343614748,2.057478109,-6.103645275,1,-0.005836687,3.95391211,9.200370946,112.100998,2.738582373,36.637,128682.3906,0.04206782,NA,5.474999999,0.033974535,0.177592276
1978,AUT,12.16,67.76566,8308.19608,NA,NA,7.616309,2.285918952,6,0.973262032,101.3808,NA,0.088566858,0.045661462,1.387921884,3.297607111,14.35676898,-1,0.005694464,3.958113954,8.301410786,112.4624059,2.756464481,38.783,128127.7422,-0.004310212,NA,3.579047168,0.039634242,0.18284933
1979,AUT,15.48,68.0517,9492.066592,NA,NA,7.605888,2.230098725,6,0.973262032,98.27921,NA,0.004221017,-0.030593465,1.440965112,3.821773286,-2.79967158,0,0,4.156645323,8.459085198,111.2677444,2.774463415,38.187,133411.2188,0.041236008,NA,3.707093822,0.049458198,0.195701257
1980,AUT,17.46,71.76977,10527.27686,NA,NA,7.597269,2.004966021,6,0.973404255,98.20053,NA,0.054635961,-0.000800576,1.365940668,-5.206541262,-11.61679554,0,0.000142223,1.878198824,8.417229204,107.4933732,2.792579889,38.666,135028.9531,0.012125925,NA,6.325389821,0.02774373,0.207241898
1981,AUT,15.84,77.00685,11464.2473,2037.313305,NA,7.591618,2.057181836,7,0.968085106,98.08712,268.3635168,0.072970556,-0.001154882,1.249260618,-8.54210242,3.048457015,1,-0.005319149,1.933359096,8.125701305,105.2788227,2.809374809,39.743,134646.4063,-0.002833073,NA,6.806862203,-0.0107613,0.20475855
1982,AUT,15.64,78.62057,12411.43452,2165.201403,NA,7.588957,2.182997108,6,0.972972973,97.56938,285.3094836,0.020955538,-0.005278369,1.2936204,3.550882979,7.128035962,-1,0.004887867,0.384739009,7.259624601,106.7815218,2.826271057,38.516,135227.9844,0.004319299,NA,5.440414508,-0.015426741,0.188036456
1983,AUT,15.46,79.16621,13306.5421,2247.590243,NA,7.589573,2.197395683,6,0.973262032,97.26237,296.1418571,0.006940168,-0.003146581,1.29144356,-0.168275041,0.761470164,0,0.000289059,2.439787391,7.057119801,106.4030527,2.843268871,38.206,138082.7969,0.021111107,NA,3.335380835,0.003509552,0.192648847
1984,AUT,15.73,82.80337,13786.62268,2347.181763,NA,7.593397,2.110612154,7,0.967914439,99.61314,309.1082638,0.045943339,0.024169368,1.227927745,-4.918202917,-4.554872131,1,-0.005347593,4.515216142,6.883711195,106.4772738,2.860368729,39.87,137344.2656,-0.005348467,NA,5.66486358,0.018672667,0.194064725
1985,AUT,17.23,84.93288,14576.40324,2409.875526,NA,7.600514,2.153959394,8,0.962566845,100.797,317.0674412,0.025717673,0.011884577,1.300230163,5.888165475,2.383672407,1,-0.005347594,3.73830685,7.12888546,105.7888441,2.877571583,40.534,140281.9688,0.021389339,NA,3.18969397,0.008547803,0.183768335
1986,AUT,22.48,87.40132,15203.06239,2546.428908,NA,7.610435,2.365288616,5,0.978609626,106.1487,334.5970247,0.02906342,0.053093842,1.458830859,12.19789393,11.35047326,-3,0.016042781,3.361494023,7.088101152,107.0206392,2.894877672,40.437,147261.3906,0.049752808,NA,1.700921333,0.064775848,0.167951379
1987,AUT,27.1,89.44671,15792.53531,2596.765514,NA,7.6237,2.37556851,5,0.978609626,108.8569,340.6174842,0.023402278,0.025513266,1.499814599,2.809355151,0.495850762,0,0,3.637811278,7.210398438,107.3588948,2.912288189,40.055,153703.625,0.043746934,NA,1.4,0.044302647,0.168643813
1988,AUT,30.99,81.38058,16860.25598,2768.780562,NA,7.642479,2.378275991,5,0.979166667,107.7128,362.2882787,-0.090178051,-0.010510128,1.48708696,-0.848614109,0.129951003,0,0.000557041,4.614831634,7.501595481,107.3122321,2.929803133,40.057,163953.5156,0.06668607,NA,1.931295201,0.048196906,0.165558584
1989,AUT,32.53,82.79718,18114.84612,2921.856979,NA,7.669601,2.327249647,5,0.979166667,106.7872,380.9659693,0.017407101,-0.008593222,1.454615374,-2.183570084,-2.445933618,0,0,3.690045822,7.608728149,106.7495867,2.947423697,39.039,173181.6875,0.056285294,NA,2.563895832,0.040899538,0.16401436
1990,AUT,41.14,84.75112,19452.47202,3157.165113,39183,7.706571,2.437537075,5,0.978947368,108.9259,409.6718389,0.023599113,0.020027681,1.590732456,9.357599557,5.419145921,0,-0.000219299,2.92182862,7.782362512,107.4262736,2.965149879,39.382,183681.8125,0.060630689,NA,3.262322144,0.058870798,0.152060238
1991,AUT,41.21,88.34754,20585.16008,3451.596829,40407,7.755143,2.502118946,6,0.97382199,108.6348,445.0719773,0.042435073,-0.002672459,1.537405474,-3.352353914,3.010204261,1,-0.005125378,1.445159952,8.145368574,107.2950809,2.979998589,39.844,192484.1719,0.04792178,NA,3.334348356,0.034234718,0.149249724
1992,AUT,44.29,91.8149,21259.91971,3492.075691,41221,7.813393,2.396463275,5,0.981042654,109.8749,446.934602,0.03924682,0.011415311,1.558749622,1.388322576,-4.780770627,-1,0.007220664,1.791136171,7.903079441,106.6074586,2.994921923,41.382,201056.3594,0.044534506,NA,4.029762782,0.02766028,0.143780202
1993,AUT,40.18,93.48699,21700.72547,3552.228192,41557,7.874675,2.458330274,5,0.981395349,111.9731,451.0952124,0.018211532,0.019096263,1.432181671,-8.119838416,2.939946875,0,0.000352695,1.563486513,7.588472109,106.1741261,3.009919643,41.789,206013.7969,0.024656954,NA,3.625805538,0.018034735,0.143805624
1994,AUT,45.16,93.51167,22607.73559,3836.930379,41976,7.929911,2.595606447,5,0.981481481,113.0473,483.8554151,0.000263994,0.009593376,1.421001624,-0.780630534,6.337115991,0,8.61E-05,3.022676127,7.741127172,106.4965052,3.024992943,41.521,216761.3438,0.052169064,NA,2.959065127,0.040111606,0.156299104
1995,AUT,60.75,90.78219,23658.75995,3991.592393,42314,7.972833,2.608373046,5,0.981308411,115.4527,500.6491912,-0.029188656,0.021277819,1.598251,12.47355202,0.55422592,0,-0.00017307,3.030997648,7.537678532,106.874278,3.040141344,41.371,227580.2969,0.04991182,117.5539043,2.250099562,0.043684569,0.151285684
1996,AUT,59.45,90.84911,24523.89462,4223.629033,42052,8.000453,2.574586273,5,0.981132075,110.3681,527.9237354,0.000737149,-0.044040546,1.493981354,-6.523984459,-1.458673195,0,-0.000176336,3.385655271,7.637623635,105.299938,3.055365562,42.736,232270.0469,0.020607012,111.566265,1.843557287,0.023732123,0.15051422
1997,AUT,59.31,89.75838,25412.35969,4519.226771,41756,8.015256,2.315609336,6,0.976415094,105.8536,563.8281261,-0.012005951,-0.040904029,1.457445109,-2.445562264,-11.34629244,1,-0.004716981,3.702822113,7.481720167,104.1618353,3.070666313,43.536,243827.4688,0.049758555,108.4988798,1.308321332,0.036959677,0.14726144
1998,AUT,63.45,89.57908,26652.82895,4896.839441,43022,8.023166,2.358334184,8,0.966666667,106.9962,610.3375452,-0.001997585,0.010794153,1.546354065,6.100329629,2.111429117,2,-0.009748427,2.532416348,7.523594401,103.7690933,3.086043358,43.562,252683.9219,0.036322623,109.1356269,0.921274845,0.030865115,0.138455641
1999,AUT,65.53,89.86646,27606.48424,5406.08617,43955,8.032953,2.268679023,8,0.966981132,106.481,672.9886469,0.003208115,-0.004815124,1.554468058,0.524717651,-4.339072636,0,0.000314465,3.255703306,7.416223815,103.2446131,3.10149765,43.182,261446.7031,0.034678824,106.5954024,0.56240939,0.032284324,0.15005028
2000,AUT,67.71,89.7625,29375.3968,5711.291289,44125,8.050884,2.155697704,9,0.964757709,100.8601,709.399277,-0.001156828,-0.052787821,1.473862931,-5.18538326,-5.716019206,1,-0.002223423,4.388711945,7.629481227,102.1932605,3.11702919,42.367,277545.375,0.061575349,100.5849789,2.395185512,0.041540497,0.143980657
2001,AUT,70.84,90.26366,29739.95111,6113.995524,44083,8.078877,2.279161573,7,0.973684211,99.51616,756.7877966,0.005583178,-0.013324793,1.593980496,8.14984637,6.625047714,-2,0.008926502,1.914438493,7.359588454,102.4092772,3.133230925,43.972,272169.7813,-0.019368342,99.88618727,2.663440722,0.020992176,0.148749203
2002,AUT,78.44,90.44788,31178.05144,6445.733136,44698,8.114698,2.310056806,6,0.977973568,98.61535,794.3281606,0.00204091,-0.009051897,1.704046785,6.905121456,1.554824461,-1,0.004289357,2.158631993,7.003332941,103.1356589,3.149516821,42.779,279180.9688,0.025760345,100.9049563,1.802101999,0.007131032,0.163876173
2003,AUT,97.27,91.51617,32119.01676,6835.773643,44756,8.155466,2.272183776,7,0.973684211,101.7787,838.183084,0.011811112,0.032077663,1.837883798,7.854069133,-1.876805993,1,-0.004289357,2.905080926,7.118103582,103.9637538,3.165887117,42.567,282048.125,0.010269884,104.3617504,1.355541125,0.008559754,0.167785625
2004,AUT,117.13,90.75272,33765.56574,6993.483632,45596,8.196624,2.292149902,7,0.973684211,101.9067,853.2151325,-0.008342242,0.001257631,1.869563135,1.72368556,1.008350367,0,0,4.448198821,7.039243356,103.4174173,3.182343006,42.104,291750,0.034397942,105.9003527,2.061228151,0.026773171,0.169200602
2005,AUT,124.72,91.1712,35024.55748,7826.221244,45767,8.234858,2.152278185,6,0.978070175,100.498,950.3771946,0.004611212,-0.013823429,1.814985564,-2.919268705,-6.993430785,-1,0.004385964,3.83004478,6.923776138,102.5900126,3.19888401,41.185,307212.2813,0.052998393,106.4588355,2.304765879,0.0518519,0.194975425
2006,AUT,137.62,91.7835,37631.12782,8040.706341,46498,8.269372,2.010969639,8,0.969827586,100.4308,972.347881,0.006715937,-0.00066867,1.769035579,-2.531699766,-7.596528612,2,-0.008242589,4.305647721,6.873927706,101.4670179,3.215510845,40.612,313844.7188,0.021589103,104.6452649,1.449618451,0.026601415,0.198923232
2007,AUT,163.95,92.34004,39387.13901,8540.991889,46714,8.30129,2.104341627,7,0.974025974,100.5121,1028.875258,0.006063617,0.000809513,1.840881377,4.061297556,5.432191464,-1,0.004198388,4.228059675,7.046690711,101.0298576,3.232224703,40.782,326439.0625,0.04012922,104.0918042,2.168599053,0.060662805,0.177748447
2008,AUT,180,95.18003,41316.02264,9214.726684,47635,8.331465,2.020050407,7,0.974025974,101.1585,1106.015171,0.03075578,0.006431067,1.82123745,-1.067093607,-4.651227362,0,0,1.818551801,7.016134236,99.7822776,3.249024868,41.651,340311.5625,0.042496446,100.636977,3.21592066,0.035614213,0.184827893
