b0,b1,b2,id
1.03459044752897,2.85685327822475,0.0394755923234581,small
0.997665284340805,2.43168481249299,1.41409713059238,small
1.02620075067981,2.07670306503221,0.519684358212478,small
1.05872975592497,1.99596308934303,0.630228637584111,small
0.935958524352157,1.95932720017198,0.462578062094705,small
1.02381641979398,1.94062349539012,0.508016996253605,small
0.977389789348702,2.03760249288236,0.487230293254749,small
1.00428945779297,2.00683835023782,0.44917923400576,small
0.953165473010559,2.06603213760936,0.510462200356493,small
0.982498159757965,1.98871673402383,0.519492922548062,small
1.0180610150583,2.01073810835495,0.492086779769934,small
1.05089709439191,2.03753323601162,0.429572069778632,small
0.967372096996545,1.97688776364696,0.544276257338911,small
0.966820874767274,2.01095516890782,0.464625419982141,small
1.05327618311935,1.91242430098098,0.52571809945693,small
0.957645449968327,1.97451889075486,0.539650915601542,small
1.04953851027487,1.93382830228889,0.48909210108588,small
0.990333987820316,2.05843577367843,0.506477371467942,small
0.970123723256726,2.03300755011252,0.529490539607838,small
0.934192964948677,2.02476715415453,0.519179096224504,small
1.04172440569793,1.99093606183623,0.479390965360041,small
1.01047381083412,1.94766311919595,0.502599204615173,small
1.05390828815596,1.9547188626044,0.545098947294926,small
0.995951016490957,1.98184969894883,0.437968279200373,small
0.923421507959087,1.90497383581653,0.438656666447615,small
0.950479173795352,2.00277093074528,0.573631520831006,small
1.06292949433427,2.08249886974164,0.497876718966953,small
1.00815093934962,1.92927710111586,0.527434852811808,small
1.03119734918143,2.05458519309219,0.501248831346046,small
1.00347272020572,2.0457838205922,0.503771759507631,small
1.06093776610013,1.98218720914863,0.464268886164318,small
0.946385468873478,1.98512484301456,0.499012395124771,small
0.949901152978518,1.93157721012623,0.538665630663096,small
0.946933406532482,1.96681028260102,0.490092443689784,small
0.958650421719448,1.94022180566333,0.530844841173674,small
1.0115666152499,2.03109252708593,0.50842389660327,small
0.964033679379478,1.93050816608524,0.546040290021089,small
0.98098988090387,2.01968585071425,0.498356156201658,small
0.991852395185293,2.05593533076644,0.434393593933312,small
0.924911444856339,1.9892515711858,0.571320386947321,small
1.02380159913768,2.03533818999215,0.492830034398259,small
0.938086596520217,2.04050456335627,0.526400759407528,small
1.01471504600969,2.0179198563042,0.531573083697015,small
0.986272808929066,2.01085018262927,0.57632945493087,small
0.961457325944494,1.98550921265498,0.49206040961857,small
1.00362721242766,2.06148624993916,0.481007812164148,small
0.996168972894163,1.99762385207762,0.518578009373294,small
1.04659461156299,1.97250866259129,0.520602389136606,small
0.971592812241434,2.0301783470469,0.463567008609024,small
0.961477506000172,2.08263061499844,0.5320762733118,small
1.03119509747952,1.89719262713563,0.457495862159415,small
0.929622694394488,2.02323869374194,0.492323517419307,small
0.91825048681938,1.9953537389917,0.522940401683658,small
1.01183284599351,1.98640051085581,0.489263170731615,small
0.953815381844988,2.03696025846784,0.490318216594557,small
1.04832135906403,2.06032087132909,0.552138864350619,small
1.0419813489439,1.97256528838537,0.534680408195718,small
