b0_coef,b0_stdf,b1_coef,b1_stdf,Fall
0.970408128074816,0.103092227283393,1.99866775632525,0.016759868921893,Homoskedastie
1.033716447771,0.101422579315377,1.99756890178375,0.0164884315708236,Homoskedastie
1.15553146534893,0.104565446551794,1.97929195018904,0.0169993725438659,Homoskedastie
0.973639516953116,0.102721611073769,2.00233377362389,0.016699617249606,Homoskedastie
0.962410049190376,0.100471502839863,1.99699789977743,0.0163338135410813,Homoskedastie
1.01636331033673,0.100494945340431,2.00843453368094,0.0163376246260397,Homoskedastie
1.03292656422603,0.103274223290776,1.99253985005919,0.0167894563050395,Homoskedastie
1.08391327935089,0.103320194000217,1.99644512041357,0.0167969298370873,Homoskedastie
1.01260693776289,0.101932831669694,2.00506172059713,0.0165713841153636,Homoskedastie
1.04283753397195,0.0992373999739535,1.98685574249389,0.0161331834566044,Homoskedastie
1.04959031109815,0.103496261694512,1.9944508260413,0.016825553444856,Homoskedastie
0.986643578682121,0.103138067633997,2.0135626753817,0.0167673212612954,Homoskedastie
1.03060448712562,0.102453197970876,1.9938891332283,0.016655980900485,Homoskedastie
1.15646932536769,0.103942633088257,1.96588410222922,0.0168981207590637,Homoskedastie
1.00747200053839,0.102446440685038,1.99598765253649,0.0166548823576763,Homoskedastie
0.849562659380755,0.102407449605891,2.01319805334005,0.0166485435153324,Homoskedastie
0.857509309599962,0.105855391236035,2.01246058767608,0.0172090809224125,Homoskedastie
0.911047845197372,0.107355398556515,2.02001220703397,0.0174529395210246,Homoskedastie
0.790606898775894,0.106187276003496,2.03462858025887,0.0172630359619572,Homoskedastie
0.94343471041523,0.101819479765881,2.01149560971947,0.0165529563143545,Homoskedastie
1.09148647844154,0.101412883190277,1.97966570286158,0.0164868552561974,Homoskedastie
1.193408198447,0.0999689776252077,1.97721303028992,0.0162521172100435,Homoskedastie
1.00273375052769,0.102671367442895,2.00486949893393,0.0166914490618599,Homoskedastie
0.952977723532844,0.101907072915659,1.9939123551557,0.0165671964733599,Homoskedastie
1.18082426348801,0.106562443950575,1.96756988540159,0.017324027617511,Homoskedastie
1.12800917382094,0.1025435691699,1.97467525025149,0.0166706726914168,Homoskedastie
0.970050852282772,0.106050081845931,2.00881289827408,0.0172407320874729,Homoskedastie
0.691299848501286,0.101327825816628,2.05341992572235,0.0164730273423889,Homoskedastie
0.946131699747948,0.10735070236737,2.00722764725582,0.0174521760540148,Homoskedastie
1.1992103441576,0.101517618494909,1.97885920192088,0.016503882242842,Homoskedastie
0.784973878898171,0.104472987374079,2.03406858515749,0.0169843413068855,Homoskedastie
1.02005765757449,0.103854338705807,2.01188276476988,0.0168837665995368,Homoskedastie
1.01161300578801,0.105016245908239,1.9956079796156,0.0170726597190795,Homoskedastie
