b0_coef,b1_coef,b0_stdf,b1_stdf,Fall
0.333081099750411,0.758624549080532,0.0920296839873516,0.158930055635302,Niedrig
0.217951231820543,1.02301626381792,0.0879418528864648,0.151870602683351,Niedrig
0.209093326687782,1.02611157327297,0.091007251296209,0.157164372244398,Niedrig
0.292603855520776,1.05275830419914,0.0959127394934363,0.16563587272473,Niedrig
0.43111256805623,0.69873522779901,0.090710916625776,0.156652619040235,Niedrig
0.472910797795762,0.643026467414575,0.0906821897810434,0.156603009405238,Niedrig
0.401492409059614,0.644476932572095,0.0920837810832717,0.159023478258219,Niedrig
0.265664071026208,0.969789225779902,0.0913771571077707,0.157803178645378,Niedrig
0.259697438186657,0.863665644331605,0.089190719368345,0.154027324415369,Niedrig
0.481613708146792,0.451198244745189,0.0894636748864056,0.154498703146576,Niedrig
0.317405531277816,0.997501633659163,0.0913752539782998,0.157799892048494,Niedrig
0.411591500034216,0.780466023129231,0.0882303008053397,0.15236873591394,Niedrig
0.296220738184558,0.793713989288197,0.0914652431033669,0.157955298174363,Niedrig
0.447213347649141,0.765227633804343,0.0934069411328194,0.1613085007768,Niedrig
0.386383526928434,0.747210478629762,0.091744321039567,0.158437249975186,Niedrig
0.457148935909548,0.73962236293225,0.088811395673515,0.153372253863009,Niedrig
0.39600284391799,0.796396346296805,0.0942657971311251,0.162791696477138,Niedrig
0.302347411693881,0.873357822992117,0.0866463292184332,0.149633306631509,Niedrig
0.41481344416202,0.655687979963018,0.0891435917976246,0.153945937768017,Niedrig
0.280094793937343,0.826468873543878,0.0901400578465262,0.155666778237408,Niedrig
0.416694524578689,0.734364134691321,0.0944744093222793,0.163151957924421,Niedrig
0.366014266950704,0.872124839160368,0.0865077081257752,0.149393915850037,Niedrig
0.430620733804117,0.692342395545426,0.0931413782640941,0.160849888732593,Niedrig
0.34551802629863,0.787990144002761,0.0934747900958188,0.161425672095847,Niedrig
0.344960306759243,0.810302209667612,0.0926097001868811,0.15993171078467,Niedrig
0.292234048769285,0.770524088104563,0.0899539334817563,0.155345351993545,Niedrig
0.51243488117245,0.542478662016386,0.0897937031836018,0.155068643337198,Niedrig
0.294731376868365,0.93493428617756,0.09212161712001,0.159088818952257,Niedrig
0.430886554176191,0.604705514065992,0.0905382738698005,0.156354474771741,Niedrig
0.29844731703576,0.765685566148652,0.0953068077714273,0.164589462934783,Niedrig
0.388863962826273,0.62870261917945,0.0904863460233808,0.156264798319938,Niedrig
0.269723198944919,0.934473508436283,0.0899904461640918,0.155408407329427,Niedrig
0.263433700994988,0.814324763316072,0.0941949982364157,0.162669430792985,Niedrig
0.332361425963379,0.766023902267845,0.096927090213099,0.167387599008304,Niedrig
0.213052853795705,1.11837868989848,0.0963457720641072,0.166383695465902,Niedrig
0.232337071992907,0.982819791238614,0.0942917405582525,0.162836499307464,Niedrig
0.338695894173263,0.798680660850496,0.0958979379198613,0.165610311244892,Niedrig
0.427640539724853,0.686261460831131,0.0933349660679908,0.161184203913419,Niedrig
0.426116404340806,0.720205411563665,0.0915314765741892,0.158069679629853,Niedrig
0.393575392918448,0.660626919306718,0.0855370588312914,0.147717659454374,Niedrig
0.320120248334886,0.753211077932179,0.0922206156847426,0.159259783870521,Niedrig
0.366955316908676,0.943168885586529,0.0883616992369637,0.152595653568587,Niedrig
0.345393742827063,0.879516531342475,0.0898368420828576,0.155143141774677,Niedrig
0.422327934690597,0.685512585005578,0.0952972078467848,0.164572884408253,Niedrig
0.289752038843329,0.957075264550581,0.0903651866003201,0.156055562853581,Niedrig
0.483608544522066,0.548270311696958,0.0901899580821823,0.155752953120178,Niedrig
0.311540708133882,0.673341048205619,0.0904795305980902,0.156253028466194,Niedrig
0.164590987977754,1.18742964642651,0.0889150700764828,0.153551293689266,Niedrig
0.319191245520432,0.806338836111637,0.0930604438623836,0.160710119601489,Niedrig
0.43615893004265,0.640686302656825,0.0956757886316935,0.165226671997226,Niedrig
0.270287857599372,0.916548944173011,0.0941777653893998,0.162639670641517,Niedrig
0.248507646710216,0.972740417871,0.091418932475531,0.157875322341137,Niedrig
0.482170855222753,0.629979714875998,0.0939723395368846,0.162284911820725,Niedrig
0.13547822262724,1.1405177048048,0.0878617685968575,0.151732301647736,Niedrig
0.463633208231974,0.540288414528929,0.0906039237518079,0.156467848402376,Niedrig
0.267348951179966,1.07609547797041,0.0973287030146286,0.168081161586437,Niedrig
0.416951484473428,0.649857478842097,0.095998233712293,0.165783516401973,Niedrig
0.318081639799123,0.741537058390808,0.0893192949898822,0.15424936723676,Niedrig
0.405799015437967,0.867886341623268,0.0911906384178145,0.157481071424236,Niedrig
0.44714320077931,0.706661930896112,0.0925135087191374,0.159765593564032,Niedrig
0.433545493215005,0.600631312256296,0.0909649792879679,0.157091370878637,Niedrig
0.260241590448752,1.02401279681826,0.0956897128916047,0.16525071840602,Niedrig
0.455485639602826,0.721619836152515,0.0931205103726735,0.160813851065171,Niedrig
0.496334114386204,0.685009823992967,0.0903659587344733,0.156056896285563,Niedrig
0.288599013616915,0.84259461624635,0.0950046444778577,0.164067644028347,Niedrig
0.416507580809736,0.628486445231263,0.094020710715786,0.162368446109021,Niedrig
0.490899862566926,0.651902279655428,0.0942516363991582,0.162767241694487,Niedrig
0.295741451899948,0.823060583768913,0.0929344033262585,0.160492454729127,Niedrig
0.342371031494981,1.02585448340527,0.088574749088044,0.152963578603405,Niedrig
0.331676007137697,0.869436959625992,0.0884548841379929,0.152756578618672,Niedrig
0.20608503866465,1.14524771187834,0.0935206791232967,0.161504919849117,Niedrig
0.324564461385907,0.663999509532148,0.0885992253229894,0.153005847675872,Niedrig
0.340919631092777,0.829473967226692,0.0894324170709237,0.15444472266834,Niedrig
0.284787594482986,0.803266785180793,0.0956329456854607,0.165152684653867,Niedrig
0.214949555005409,0.985095414144364,0.0926502581054184,0.160001752014524,Niedrig
0.512785301823265,0.595478239191509,0.0980820597749175,0.169382166073667,Niedrig
0.325619237135048,0.849521928851712,0.0917506075283724,0.158448106385556,Niedrig
0.455837935860258,0.72023071297004,0.0867291443537144,0.149776323683046,Niedrig
0.364900919093206,0.815156404650635,0.0937984137785136,0.161984551879708,Niedrig
0.414600297000778,0.709170350090718,0.0931399615444916,0.160847442138022,Niedrig
0.322653012998778,0.805065360804528,0.0924378626385022,0.159634957064122,Niedrig
0.389773684134019,0.861678396824052,0.0943101447165016,0.162868282247139,Niedrig
0.3225270848441,0.918330871838847,0.099587463844878,0.171981913701023,Niedrig
0.471976466253736,0.523760757048694,0.0929814143877551,0.160573640171643,Niedrig
0.308154637702571,0.784995510884052,0.0917964848935593,0.158527333998709,Niedrig
0.191089285123135,1.09470094003607,0.0927084418633608,0.16010223207146,Niedrig
0.330386828627508,0.89783378694883,0.0932464039686689,0.161031262180246,Niedrig
0.490933382606257,0.75614133763134,0.0914882897039981,0.157995098349283,Niedrig
0.37984738410759,0.699878550126538,0.0947197426290682,0.163575634660098,Niedrig
0.320450475107062,0.835218557515169,0.0897505913230746,0.154994191594072,Niedrig
0.240431325314067,1.00024378893169,0.0935426950084197,0.16154294003669,Niedrig
0.342811369964863,0.818762654328895,0.0913322287701346,0.157725589949093,Niedrig
0.401801039136013,0.630723773752624,0.0887659692487562,0.153293804998453,Niedrig
0.311047126108381,0.741429149269082,0.0914045608529459,0.157850503362324,Niedrig
0.258660369347092,0.814003425217471,0.0921085297376957,0.159066217783708,Niedrig
0.426254964492788,0.787438927833195,0.0907169478411554,0.156663034607847,Niedrig
0.251236680241065,1.02069905910484,0.0909962858403485,0.157145435522739,Niedrig
0.288540498225077,0.818316739579199,0.0918921047944282,0.158692464155703,Niedrig
0.243542147486081,1.08927890352455,0.0903557940985581,0.156039342534626,Niedrig
0.275406235807006,0.877987647435703,0.092611650949871,0.159935079641946,Niedrig
0.44845214056678,0.755653765485867,0.089497680931507,0.154557429661823,Niedrig
0.291224829422966,0.983402625307043,0.0947019981850725,0.163544991009601,Niedrig
0.371080559576046,0.862512188366418,0.0916376567573144,0.158253046796622,Niedrig
0.429576171901084,0.603198471357158,0.0905665540769153,0.156403313088851,Niedrig
0.473231619432825,0.45516574194468,0.0892708207260401,0.154165654926606,Niedrig
0.424233858220445,0.734352065083816,0.0930282070947417,0.160654448528278,Niedrig
0.189343155604196,1.04763295800381,0.0893961307804702,0.154382058298424,Niedrig
0.289805505248451,0.807713578293541,0.0948225732281014,0.163753217284717,Niedrig
0.319993541178048,0.686402237758861,0.0943920167571896,0.163009670627689,Niedrig
0.35228008374756,0.70754152221219,0.0903991606499908,0.15611423411453,Niedrig
0.396629309584527,0.68980471921344,0.0924444322037612,0.159646302331506,Niedrig
0.169994023329148,1.10034763781795,0.0923905751524213,0.159553294251994,Niedrig
0.364953867140407,0.925124999960274,0.0886852731977026,0.153154447485444,Niedrig
0.317472571583593,0.816239167327098,0.0895168909806434,0.154590604329449,Niedrig
0.439461207700798,0.797312535775,0.0921165930986673,0.159080142751743,Niedrig
