OLS,FD,LSDV,FE,fe_rel
4.0893985990509,4.09828261892728,4.0371479511704,4.0371479511704,0
3.95931588312376,3.94131063052183,3.9665330726608,3.9665330726608,0
4.05486596838207,4.13523225463733,4.10928481955736,4.10928481955736,0
4.03796880347274,3.99497123749519,4.09507881179627,4.09507881179627,0
3.93653050933111,4.00610420160679,3.93944906788361,3.93944906788361,0
3.96500711922953,4.04841922988343,4.02892579865664,4.02892579865664,0
3.81226393170813,4.029230597986,4.01810166198184,4.01810166198184,0
4.15903686610247,3.97949149294799,4.0285053917408,4.02850539174079,0
3.92832381415149,3.96734454396241,3.88712206322454,3.88712206322454,0
4.12398798260876,3.98327485568432,4.05331796397902,4.05331796397902,0
4.05562438637132,4.0649177541197,4.07523068854461,4.0752306885446,0
4.14891847015307,3.94164320785607,3.95677734499483,3.95677734499483,0
4.09258346846366,3.98538696110246,3.96434262291001,3.96434262291001,0
4.16908268489917,4.16614905450131,4.0900831074627,4.0900831074627,0
3.89573741873498,3.73179714082691,3.87359279684834,3.87359279684835,0
4.12829001571703,4.09125953185581,4.04011267851218,4.04011267851218,0
4.01577621393997,4.2306675460383,4.13074728110617,4.13074728110617,0
4.12876300706496,4.06247971778254,4.05098603067,4.05098603067,0
3.89695977496391,3.95618721935596,3.98244821503081,3.98244821503081,0
4.03211778139305,3.90795566446784,3.89546441317787,3.89546441317787,0
3.83980205377295,3.87729162301647,3.90814637437766,3.90814637437766,0
4.02441485024929,4.04997450483853,4.07158052242832,4.07158052242832,0
3.98712766013296,3.93525205704267,3.92244217790072,3.92244217790072,0
4.17909400301429,4.08432453205017,4.07592685996717,4.07592685996717,0
4.10835046423394,4.11825825305999,4.0653778083408,4.06537780834079,0
3.90905750229582,4.01978264688094,3.96710921824164,3.96710921824164,0
4.00943840486206,4.06035285805828,4.04643685387294,4.04643685387294,0
4.07674749647051,3.8942948327711,3.93595963392965,3.93595963392965,0
4.08818326497772,3.99854500875669,4.08130627468236,4.08130627468236,0
3.87298671821322,3.97795674561833,3.91984964514155,3.91984964514155,0
3.8393220933843,3.87197104372945,3.86391264761319,3.8639126476132,0
4.19673287790539,4.14856167857525,4.15919882391623,4.15919882391623,0
4.12923750478174,4.04095323406315,4.03217140157989,4.03217140157989,0
3.94301742719585,3.90249376636123,3.91100987591127,3.91100987591127,0
4.18642229542595,3.98810973491006,4.02202625128933,4.02202625128932,0
4.03544296957815,4.00073396000957,4.02390871240726,4.02390871240726,0
4.04812634803784,3.86680360943764,3.88742590916982,3.88742590916982,0
3.91310140756979,4.00466628675106,4.03419606581682,4.03419606581683,0
4.0649372010374,4.06638415191691,4.01200359893546,4.01200359893546,0
3.82845947535827,4.00106416566151,3.98203405627825,3.98203405627825,0
3.97355594661607,4.10108151814705,4.07002419009573,4.07002419009573,0
4.03818504268529,4.03327279228065,3.9281493490044,3.92814934900439,0
3.9747918713078,4.01385163968901,4.01526585130784,4.01526585130784,0
3.95337624396653,3.92154219096913,3.93575643028809,3.93575643028809,0
3.82379536454926,3.8429357107909,3.90563550664712,3.90563550664713,0
4.08236874552147,3.98237347111,4.02294296431881,4.02294296431881,0
3.99595220545166,3.97988674618129,4.03778164478048,4.03778164478048,0
3.96109900056941,3.9810290036846,3.96514463964814,3.96514463964814,0
3.96762355513108,4.03567979650968,4.01507672588855,4.01507672588854,0
4.02076653627193,4.00331563184783,3.97120629532478,3.97120629532478,0
4.05819728994465,4.11564651128715,4.09111944830716,4.09111944830716,0
3.94227827020773,3.95150477129522,3.97285017913021,3.97285017913021,0
4.14412789658964,3.98888463600621,4.00957351719805,4.00957351719805,0
3.99371294004537,3.87375823561597,3.92164473749859,3.92164473749859,0
4.07960526655828,4.0019993969553,4.03285474459092,4.03285474459092,0
4.07938215899182,4.0386129314159,4.0069801742973,4.0069801742973,0
4.14232312522423,4.13008010965007,4.08663414234407,4.08663414234406,0
3.88687707666283,3.94464994891723,3.9713468739712,3.9713468739712,0
3.93807267395124,3.93140304632092,3.8899201974731,3.8899201974731,0
3.9281113883943,3.87710441940477,3.90670999740775,3.90670999740775,0
3.94649909305811,3.94323120229005,3.95342530993141,3.95342530993141,0
4.04321999976805,4.06146271991217,4.06182476370518,4.06182476370518,0
3.89642144096804,3.8826840970103,3.9110279260569,3.9110279260569,0
4.00074493615442,3.90719085169817,3.93958776517133,3.93958776517133,0
4.01061781275565,4.0384757998588,4.00432782027893,4.00432782027893,0
3.91592102880909,3.79172397123618,3.87872297780156,3.87872297780156,0
4.05849766728466,3.99665757462566,3.95062026732345,3.95062026732345,0
3.90552665982056,4.01338058372883,4.0529841404037,4.0529841404037,0
4.03078682656538,3.97540086876474,3.99614187754031,3.99614187754031,0
3.8711386966251,4.09122738459046,4.12963865836379,4.12963865836379,0
4.11711576712819,4.03945021868874,4.05286403443969,4.05286403443969,0
3.87820465960566,4.07656690688058,4.04609991597801,4.04609991597801,0
3.88102337405379,3.94590377068285,3.96171169692407,3.96171169692408,0
4.10635428161708,4.03142285550613,4.00669897004135,4.00669897004135,0
4.07581982659974,4.07377155722607,4.01192000876726,4.01192000876726,0
4.00447321317301,4.06300070833541,4.09413329022422,4.09413329022422,0
4.0014592472795,3.98294270627037,4.03512927567122,4.03512927567122,0
4.05777399852635,3.99503758324759,4.02209032536935,4.02209032536935,0
4.11336356066611,4.0809991656705,4.14532455066211,4.14532455066211,0
3.88714765504975,3.95653452630409,3.86074129511069,3.86074129511069,0
3.8913994680209,3.93314900415601,3.93600152111331,3.93600152111332,0
4.20775837421443,4.22806089996504,4.13093930994122,4.13093930994122,0
3.86844195196153,3.90819572478282,3.87047577326684,3.87047577326684,0
3.8316500980735,3.87317571931467,3.90102971363956,3.90102971363956,0
4.12414747519005,4.07472250994936,4.03227603892922,4.03227603892922,0
4.01609887693509,4.04710464073932,4.03386781017017,4.03386781017017,0
3.94878932292694,3.9440918027564,3.96631088434793,3.96631088434793,0
4.04142281388637,4.0904284960795,4.03831654921038,4.03831654921038,0
4.02845397161634,4.03560113538531,4.00470610520737,4.00470610520737,0
4.20148085204356,4.14384643619855,4.12106726609028,4.12106726609028,0
4.1419197354817,4.00623063558595,4.07180856528032,4.07180856528032,0
4.08985343043974,3.9710143744021,4.02439560297414,4.02439560297414,0
3.70907461602777,3.94715540858071,3.88363679128345,3.88363679128345,0
3.95760586328781,3.8551311024946,3.94792146538617,3.94792146538617,0
4.08817965402632,4.03417310691613,4.03862467182335,4.03862467182335,0
3.89764667150755,3.94792732665373,3.95765374326206,3.95765374326206,0
4.01268400375498,4.03159726461739,3.99539459471854,3.99539459471854,0
4.04477202832199,4.0541822928968,4.05883147814407,4.05883147814407,0
3.98972761965811,3.82836414540841,3.89616585425782,3.89616585425782,0
3.93670019261722,3.95847671422271,3.93716012122398,3.93716012122398,0
3.90007877536537,3.96133576893125,3.95845577926136,3.95845577926136,0
4.07956392386397,4.18190335123361,4.11089112797868,4.11089112797868,0
4.0481717927302,4.11243168245596,4.10354783056186,4.10354783056186,0
4.08361779033109,4.14148958305802,4.07536537543785,4.07536537543786,0
4.10296838509539,4.1272747099853,4.04788386123186,4.04788386123186,0
4.05604210818425,3.95346986668488,3.89746848975265,3.89746848975265,0
4.07967683337752,4.19971860104435,4.08553277324107,4.08553277324107,0
3.98225876305431,3.8518353275227,3.93740840132711,3.93740840132711,0
3.99656493261615,3.95283186804394,3.92090150784252,3.92090150784252,0
4.00450605079037,4.06392047140831,4.11103564380505,4.11103564380505,0
3.98910979595151,3.9849386148137,4.01454158046059,4.01454158046059,0
3.8331426723805,3.96735052136548,4.01228037934215,4.01228037934215,0
3.98398422540126,4.07511050555566,4.07077498868506,4.07077498868506,0
4.06547866890282,4.00288269927908,4.01458815617612,4.01458815617612,0
3.95547328839704,3.96397018525376,3.92019568964475,3.92019568964475,0
4.2089368332917,4.01278174413701,4.07739743322048,4.07739743322048,0
3.95855307725103,4.0345884913599,4.0328827747078,4.0328827747078,0
4.03852721690085,4.07965646755674,4.03384479688793,4.03384479688793,0
4.07276499822523,4.15221470330437,4.0416810923267,4.0416810923267,0
3.89682965470574,3.8652894770893,3.94024667760231,3.9402466776023,0
3.92128403271103,3.92610035462933,3.93731424360617,3.93731424360617,0
3.95933018729821,3.90963341444964,3.88150948479609,3.88150948479609,0
4.04883683372386,4.1614343892014,4.09722156826131,4.09722156826131,0
3.84369558062127,3.84104168850208,3.87293959386634,3.87293959386634,0
4.23399339784474,4.11777761500499,4.09739541506068,4.09739541506068,0
4.16525785407094,3.94572627720496,3.97341438100695,3.97341438100695,0
3.91277481170559,3.90853742255534,3.90491851884802,3.90491851884802,0
3.93403816738361,3.9328924314358,3.95648962349845,3.95648962349845,0
3.96279119413438,3.91606679929596,3.89590377689883,3.89590377689884,0
3.98175460155461,4.0003383873291,4.00748871975146,4.00748871975146,0
4.0632823539809,4.02371561518525,4.05572889631761,4.05572889631761,0
3.88477992366583,3.93961517301026,3.92420399116926,3.92420399116926,0
4.02374915002609,3.94665996030763,4.00237003115266,4.00237003115266,0
3.96081674479769,3.96490760733566,3.96681653230963,3.96681653230964,0
4.04961563034441,3.88843012179393,4.04476286553388,4.04476286553388,0
3.92334840300827,3.99738580479986,3.922347851505,3.92234785150499,0
3.98677140542131,3.95430964988324,3.90141880513627,3.90141880513627,0
3.88911732610881,3.94887683419298,3.97108524151031,3.97108524151032,0
3.96498823463862,4.06622626984064,4.05363589638985,4.05363589638985,0
4.11751945891981,4.04902572424034,4.01880422547322,4.01880422547323,0
4.02849864899368,4.07650252621505,4.07440618090051,4.07440618090051,0
4.09949189588545,3.91753922619426,4.0180822881027,4.0180822881027,0
4.09617949062043,4.09310280107093,4.11612439195201,4.11612439195201,0
3.95449149510495,4.0031954439378,4.02635381709026,4.02635381709026,0
4.0452780700581,3.95101228175791,3.99214824374828,3.99214824374828,0
4.14831251129984,4.05250179610146,4.0731643741809,4.0731643741809,0
3.98290676610403,4.00863742766358,4.00141138360949,4.00141138360949,0
4.00505531274744,4.09679055666641,4.06418533684682,4.06418533684682,0
4.05777185076583,3.99156717860695,3.992913605332,3.992913605332,0
3.93738202929055,3.93821054090443,3.90117912923566,3.90117912923565,0
4.1105531567374,3.92219198364591,3.94424440434631,3.94424440434631,0
4.02586093813176,4.0281450449523,3.99882320273124,3.99882320273124,0
4.04380186767793,4.07861532205675,4.06478171857815,4.06478171857815,0
3.9648299904246,3.98604945449613,3.98453266602499,3.98453266602499,0
3.94677881819588,3.96882376941865,3.88339207106053,3.88339207106053,0
4.00898414630606,3.98168179628366,3.96984613112809,3.96984613112808,0
4.00484439721163,4.04855957674643,4.02854692079112,4.02854692079112,0
3.93320901457086,3.92601644139729,3.94105555954563,3.94105555954563,0
4.01092730167963,3.96916739751494,3.96081773681839,3.96081773681839,0
4.01322069733236,4.09749298588465,4.03179492632473,4.03179492632473,0
3.96166157554116,3.99547101492551,3.97043396398134,3.97043396398134,0
3.88351033403309,3.92599791140059,3.94710178491163,3.94710178491163,0
3.95505902413617,3.89902047708626,3.87448324246124,3.87448324246124,0
4.05932071089679,4.07112253648565,4.03976136861787,4.03976136861787,0
4.05476511403949,3.92709597656125,3.98881744852299,3.98881744852299,0
4.12270322288413,3.97744181828142,3.92231750618271,3.92231750618271,0
3.93516145547595,3.98730152397722,4.00411849654718,4.00411849654718,0
3.97403099363175,3.97057200822711,4.00406764591857,4.00406764591857,0
4.12999098731906,4.09663096920393,4.10163668517036,4.10163668517036,0
3.92577452979529,4.05298723987213,3.99668928871412,3.99668928871412,0
4.06514608433354,4.02027892956208,4.00205244101084,4.00205244101084,0
4.07897262092625,4.00360547339153,3.98842183379419,3.98842183379419,0
3.92447406617264,3.97639727185764,3.93481047479889,3.93481047479889,0
4.06794441757431,4.14846382809445,4.09094037822052,4.09094037822052,0
3.98496378818599,3.99754728527794,3.98327462143357,3.98327462143357,0
4.08577338145531,4.06121787004917,4.06026748300461,4.06026748300461,0
3.97331989973534,3.94096311106901,4.01849706622777,4.01849706622777,0
3.93298792378872,3.87336161138363,3.91630123296312,3.91630123296312,0
3.8358690852288,3.85915690674868,3.92177755103732,3.92177755103732,0
4.09958893610046,4.04176105200628,3.99686326397143,3.99686326397143,0
4.02753000845541,3.96339712252163,3.93621814041938,3.93621814041938,0
4.06133957859329,3.99198142842935,3.98174376168075,3.98174376168075,0
3.90616329161255,3.99654768740961,3.93067887090826,3.93067887090827,0
4.04617330649326,4.10097334944456,4.12726179080263,4.12726179080263,0
3.98581080922076,4.00660373940453,3.98365667249168,3.98365667249169,0
3.95385360487686,4.03294228384438,3.97595128486725,3.97595128486725,0
4.01760573945512,3.96451874128577,3.93981292573023,3.93981292573023,0
4.10468805519133,4.07704611311635,4.08568407724214,4.08568407724214,0
4.05254289464043,4.11172975911348,4.06196438650704,4.06196438650704,0
4.07367863469888,3.92326988504559,4.0279134598526,4.02791345985261,0
3.79146543785668,3.93128328746021,3.91526181664417,3.91526181664417,0
4.10085385154198,4.17709483750643,4.08592494549157,4.08592494549157,0
4.18025127370018,4.05090229637842,4.03764248535188,4.03764248535188,0
4.08061454515924,4.12873741907585,4.08239251187429,4.08239251187429,0
3.89447942508753,3.92182796389883,3.91311094487824,3.91311094487824,0
4.2344905304298,4.20639899754346,4.19773939463958,4.19773939463958,0
4.02844883225989,4.19281382048645,4.16413816044735,4.16413816044736,0
4.08864606162621,4.0162973765405,4.08196388511799,4.08196388511799,0
4.03348482736587,4.08062588271042,4.04802616182861,4.04802616182861,0
4.01648724901626,4.01785227191399,4.0038763037062,4.00387630370621,0
4.09210209308329,4.07781026512295,4.07525735039169,4.07525735039169,0
3.92478539225881,4.00026561953611,4.0296412973112,4.0296412973112,0
3.88384068956935,3.82162325285599,3.89381449601498,3.89381449601498,0
4.14488163471579,4.01619011320751,3.98362785951267,3.98362785951266,0
4.00459292381672,4.0282287062,4.02634373498691,4.02634373498691,0
4.15608663287145,4.05185029412559,4.05487252037442,4.05487252037442,0
4.03246320675187,3.98430489924494,3.96360919241648,3.96360919241647,0
3.97712374894986,3.9744136463694,3.97550957643996,3.97550957643996,0
4.04683969440995,4.02923200452906,4.04310556269228,4.04310556269229,0
3.99049798277358,3.9402371163298,3.96519202609379,3.96519202609379,0
4.01697643573533,4.09776947407679,4.09105344994372,4.09105344994372,0
4.06436412363185,4.06839194042775,4.03276502887155,4.03276502887156,0
4.08307549258321,4.07188962311481,4.06339011132745,4.06339011132745,0
3.96554732207681,3.93958798251316,3.88963132313313,3.88963132313313,0
4.03025309885827,3.88993425948452,3.89169386089968,3.89169386089968,0
3.9524617948626,4.13889744019714,4.0878304353597,4.0878304353597,0
3.94713372520794,3.88790553194052,3.92426020106487,3.92426020106487,0
3.99153167460544,3.92631918720728,3.94552878719249,3.94552878719249,0
4.01549975884995,3.9589559112291,4.01179544817597,4.01179544817597,0
3.95453735636178,3.98133774430908,3.99345649706405,3.99345649706405,0
4.098241877752,4.04374850624489,4.0629794517911,4.06297945179109,0
4.03850900701153,3.96117039037427,4.05593400375022,4.05593400375022,0
4.00578012006791,3.96807576766481,3.96797011771683,3.96797011771683,0
